accession	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	kingdom	phylum	class	order	family	genus	species	name	count_tyrosinases
UP000515129	3615	895	2720	8	17	3640	actinopterygii_odb10	99	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius		Carassius auratus (Goldfish)	7.0
UP000694427	3542	647	2895	36	62	3640	actinopterygii_odb10	98	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus		Cyprinus carpio (Common carp)	16.0
UP001108240	3544	509	3035	15	81	3640	actinopterygii_odb10	97	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio	Cyprinus carpio carpio	17.0
UP000290572	2636	1826	810	283	721	3640	actinopterygii_odb10	80	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Labeo		Labeo rohita (Indian major carp) (Cyprinus rohita)	3.0
UP000579812	3353	3297	56	34	253	3640	actinopterygii_odb10	93	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Onychostoma		Onychostoma macrolepis	3.0
UP000472260	3463	713	2750	73	104	3640	actinopterygii_odb10	97	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus		Sinocyclocheilus anshuiensis	10.0
UP000472262	3347	896	2451	118	175	3640	actinopterygii_odb10	95	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus		Sinocyclocheilus grahami (Dianchi golden-line fish) (Barbus grahami)	13.0
UP000472270	3437	746	2691	82	121	3640	actinopterygii_odb10	96	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus		Sinocyclocheilus rhinocerous	19.0
UP000000437	3558	2336	1222	22	60	3640	actinopterygii_odb10	98	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danio		Danio rerio (Zebrafish) (Brachydanio rerio)	5.0
UP000316079	3062	2152	910	153	425	3640	actinopterygii_odb10	88	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danionella		Danionella translucida	4.0
UP000324632	3315	3200	115	74	251	3640	actinopterygii_odb10	93	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Triplophysa		Triplophysa tibetana	4.0
UP000265020	13019	9461	3558	462	1732	15213	cyprinodontiformes_odb10	88	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Cyprinodontidae	Cyprinodon		Cyprinodon variegatus (Sheepshead minnow)	6.0
UP000694548	12655	7092	5563	368	2190	15213	cyprinodontiformes_odb10	85	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	Nothobranchius		Nothobranchius furzeri (Turquoise killifish)	17.0
UP000028760	14228	11158	3070	323	662	15213	cyprinodontiformes_odb10	95	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia		Poecilia formosa (Amazon molly) (Limia formosa)	5.0
UP000242638	13134	9474	3660	460	1619	15213	cyprinodontiformes_odb10	89	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia		Poecilia reticulata (Guppy) (Acanthophacelus reticulatus)	10.0
UP000002852	14076	9568	4508	226	911	15213	cyprinodontiformes_odb10	94	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus		Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)	5.0
UP000192220	14531	10426	4105	170	512	15213	cyprinodontiformes_odb10	96	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	Austrofundulus		Austrofundulus limnaeus (Annual killifish)	4.0
UP000264800	13420	10355	3065	316	1477	15213	cyprinodontiformes_odb10	90	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	Kryptolebias		Kryptolebias marmoratus (Mangrove killifish) (Rivulus marmoratus)	5.0
UP001046870	3252	2883	369	97	291	3640	actinopterygii_odb10	92	Metazoa	Chordata	Actinopteri	Elopiformes	Megalopidae	Megalops		Megalops atlanticus (Tarpon) (Clupea gigantea)	5.0
UP000265140	3554	1598	1956	32	54	3640	actinopterygii_odb10	98	Metazoa	Chordata	Actinopteri	Esociformes	Esocidae	Esox		Esox lucius (Northern pike)	19.0
UP000694546	3368	1602	1766	59	213	3640	actinopterygii_odb10	94	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus		Gadus morhua (Atlantic cod)	13.0
UP001148018	2810	2674	136	204	626	3640	actinopterygii_odb10	82	Metazoa	Chordata	Actinopteri	Gadiformes	Muraenolepididae	Muraenolepis		Muraenolepis orangiensis (Patagonian moray cod)	4.0
UP000694523	2949	1794	1155	158	533	3640	actinopterygii_odb10	85	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Neogobius		Neogobius melanostomus (round goby)	19.0
UP000504632	3589	2992	597	7	44	3640	actinopterygii_odb10	98	Metazoa	Chordata	Actinopteri	Gonorynchiformes	Chanidae	Chanos		Chanos chanos (Milkfish) (Mugil chanos)	5.0
UP000314983	3346	1925	1421	108	186	3640	actinopterygii_odb10	94	Metazoa	Chordata	Actinopteri	Gymnotiformes	Gymnotidae	Electrophorus		Electrophorus electricus (Electric eel) (Gymnotus electricus)	32.0
UP000472263	3475	1913	1562	59	106	3640	actinopterygii_odb10	97	Metazoa	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis		Myripristis murdjan (pinecone soldierfish)	15.0
UP000472271	3435	1890	1545	57	148	3640	actinopterygii_odb10	95	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Sphaeramia		Sphaeramia orbicularis (orbiculate cardinalfish)	17.0
UP000261660	3427	2423	1004	101	112	3640	actinopterygii_odb10	96	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Labrus		Labrus bergylta (ballan wrasse)	10.0
UP000034805	2933	2822	111	304	403	3640	actinopterygii_odb10	88	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Osteoglossidae	Scleropages		Scleropages formosus (Asian bonytongue) (Osteoglossum formosum)	4.0
UP000515161	3505	2358	1147	21	114	3640	actinopterygii_odb10	96	Metazoa	Chordata	Actinopteri	Perciformes	Bathydraconidae	Gymnodraco		Gymnodraco acuticeps (Antarctic dragonfish)	6.0
UP000504630	3479	2407	1072	24	137	3640	actinopterygii_odb10	96	Metazoa	Chordata	Actinopteri	Perciformes	Bovichtidae	Cottoperca		Cottoperca gobio (Frogmouth) (Aphritis gobio)	6.0
UP000694565	3374	1934	1440	88	178	3640	actinopterygii_odb10	95	Metazoa	Chordata	Actinopteri	Perciformes	Cyclopteridae	Cyclopterus		Cyclopterus lumpus (Lumpsucker)	15.0
UP000007635	3236	2449	787	150	254	3640	actinopterygii_odb10	93	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus		Gasterosteus aculeatus (Three-spined stickleback)	8.0
UP000518266	2480	2397	83	286	874	3640	actinopterygii_odb10	75	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Dissostichus		Dissostichus mawsoni (Antarctic cod)	4.0
UP000504611	2851	2158	693	600	189	3640	actinopterygii_odb10	94	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Notothenia		Notothenia coriiceps (black rockcod)	4.0
UP000295070	3347	3313	34	58	235	3640	actinopterygii_odb10	93	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Perca		Perca flavescens (American yellow perch) (Morone flavescens)	5.0
UP000465112	3438	3400	38	70	132	3640	actinopterygii_odb10	96	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Perca		Perca fluviatilis (European perch)	6.0
UP000694568	3497	1847	1650	56	87	3640	actinopterygii_odb10	97	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Sander		Sander lucioperca (Pike-perch) (Perca lucioperca)	15.0
UP000265120	3445	2261	1184	69	126	3640	actinopterygii_odb10	96	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Cynoglossidae	Cynoglossus		Cynoglossus semilaevis (Tongue sole)	9.0
UP001153269	3206	3145	61	190	244	3640	actinopterygii_odb10	93	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes		Pleuronectes platessa (European plaice)	5.0
UP000246464	3256	2677	579	71	313	3640	actinopterygii_odb10	91	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus		Scophthalmus maximus (Turbot) (Psetta maxima)	6.0
UP000502089	2792	2101	691	279	569	3640	actinopterygii_odb10	84	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Coregonus		Coregonus sp. 'balchen'	10.0
UP000314982	3264	1150	2114	148	228	3640	actinopterygii_odb10	93	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Hucho		Hucho hucho (huchen)	22.0
UP000694402	3253	886	2367	105	282	3640	actinopterygii_odb10	92	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus		Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha)	15.0
UP000694557	3566	945	2621	23	51	3640	actinopterygii_odb10	98	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus		Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	21.0
UP000087266	3295	1334	1961	18	327	3640	actinopterygii_odb10	91	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo		Salmo salar (Atlantic salmon)	13.0
UP000472277	3563	957	2606	21	56	3640	actinopterygii_odb10	98	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo		Salmo trutta (Brown trout)	22.0
UP000808372	3473	1477	1996	51	116	3640	actinopterygii_odb10	96	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus		Salvelinus namaycush (Lake trout) (Salmo namaycush)	9.0
UP000736164	2758	2697	61	163	719	3640	actinopterygii_odb10	80	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Atractosteus		Atractosteus spatula (Alligator gar) (Lepisosteus spatula)	3.0
UP000018468	3378	2664	714	119	143	3640	actinopterygii_odb10	96	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus		Lepisosteus oculatus (Spotted gar)	5.0
UP000824219	3449	3395	54	30	161	3640	actinopterygii_odb10	95	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus		Hemibagrus wyckioides	5.0
UP000593565	3345	3298	47	79	216	3640	actinopterygii_odb10	94	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ameiurus		Ameiurus melas (Black bullhead) (Silurus melas)	4.0
UP000327468	3330	3283	47	71	239	3640	actinopterygii_odb10	93	Metazoa	Chordata	Actinopteri	Siluriformes	Pangasiidae	Pangasianodon		Pangasianodon hypophthalmus (Striped catfish) (Helicophagus hypophthalmus)	4.0
UP000606274	3399	3334	65	65	176	3640	actinopterygii_odb10	95	Metazoa	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus		Silurus meridionalis (Southern catfish) (Silurus soldatovi meridionalis)	5.0
UP000472265	3534	1714	1820	43	63	3640	actinopterygii_odb10	98	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Sparus		Sparus aurata (Gilthead sea bream)	11.0
UP000261640	3523	1866	1657	35	82	3640	actinopterygii_odb10	97	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Mastacembelus		Mastacembelus armatus (zig-zag eel)	11.0
UP000261620	3306	2738	568	128	206	3640	actinopterygii_odb10	94	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Molidae	Mola		Mola mola (Ocean sunfish) (Tetraodon mola)	8.0
UP000005226	3379	1816	1563	57	204	3640	actinopterygii_odb10	94	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu		Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	4.0
UP000324091	3092	3029	63	166	382	3640	actinopterygii_odb10	89	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu		Takifugu flavidus (sansaifugu)	5.0
UP000516260	2727	2587	140	306	607	3640	actinopterygii_odb10	83	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu		Takifugu bimaculatus	4.0
UP000007303	3027	2626	401	200	413	3640	actinopterygii_odb10	88	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Tetraodon		Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	6.0
UP000770717	4189	2826	1363	474	647	5310	tetrapoda_odb10	87	Metazoa	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus		Eleutherodactylus coqui (Puerto Rican coqui)	7.0
UP000694569	4868	2449	2419	106	336	5310	tetrapoda_odb10	93	Metazoa	Chordata	Amphibia	Anura	Megophryidae	Leptobrachium		Leptobrachium leishanense (Leishan spiny toad)	20.0
UP000812440	4526	3203	1323	300	484	5310	tetrapoda_odb10	90	Metazoa	Chordata	Amphibia	Anura	Pipidae	Hymenochirus		Hymenochirus boettgeri (Congo dwarf clawed frog)	6.0
UP000008143	5140	2526	2614	26	144	5310	tetrapoda_odb10	97	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	5.0
UP000186698	5188	1235	3953	25	97	5310	tetrapoda_odb10	98	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus		Xenopus laevis (African clawed frog)	10.0
UP000515159	5134	2012	3122	30	146	5310	tetrapoda_odb10	97	Metazoa	Chordata	Amphibia	Gymnophiona	Dermophiidae	Geotrypetes		Geotrypetes seraphini (Gaboon caecilian) (Caecilia seraphini)	3.0
UP000515156	5143	2848	2295	27	140	5310	tetrapoda_odb10	97	Metazoa	Chordata	Amphibia	Gymnophiona	Siphonopidae	Microcaecilia		Microcaecilia unicolor	3.0
UP000008144	751	715	36	61	142	954	metazoa_odb10	85	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona		Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	10.0
UP000694541	7351	5103	2248	431	556	8338	aves_odb10	93	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter		Accipiter nisus (Eurasian sparrowhawk)	3.0
UP000472275	7976	5820	2156	132	230	8338	aves_odb10	97	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila chrysaetos	Aquila chrysaetos chrysaetos	4.0
UP000694555	7343	5136	2207	424	571	8338	aves_odb10	93	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Buteo		Buteo japonicus	3.0
UP000562238	6487	6462	25	504	1347	8338	aves_odb10	83	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus		Circaetus pectoralis (black-chested snake-eagle)	3.0
UP000519115	6628	6610	18	489	1221	8338	aves_odb10	85	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Spizaetus		Spizaetus tyrannus (black hawk-eagle)	3.0
UP000539599	5575	5550	25	725	2038	8338	aves_odb10	75	Metazoa	Chordata	Aves	Accipitriformes	Sagittariidae	Sagittarius		Sagittarius serpentarius (Secretary bird)	3.0
UP000296049	6330	6299	31	353	1655	8338	aves_odb10	80	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anas		Anas platyrhynchos (Mallard) (Anas boschas)	3.0
UP000694549	7891	4838	3053	164	283	8338	aves_odb10	96	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anas		Anas zonorhyncha (Eastern spot-billed duck)	3.0
UP000016666	7482	4721	2761	302	554	8338	aves_odb10	93	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos	Anas platyrhynchos platyrhynchos (Northern mallard)	5.0
UP000694426	7923	5276	2647	161	254	8338	aves_odb10	96	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser		Anser brachyrhynchus (Pink-footed goose)	3.0
UP000694521	7924	5157	2767	148	266	8338	aves_odb10	96	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser		Anser cygnoides (Swan goose)	5.0
UP000525565	6858	6828	30	439	1041	8338	aves_odb10	87	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Asarcornis		Asarcornis scutulata	3.0
UP000504639	8263	5536	2727	10	65	8338	aves_odb10	99	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Aythya		Aythya fuligula (Tufted duck) (Anas fuligula)	3.0
UP000694556	7955	5044	2911	145	238	8338	aves_odb10	97	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Cairina	Cairina moschata	Cairina moschata domestica (Muscovy Duck (domestic type))	4.0
UP000537522	6104	6076	28	565	1669	8338	aves_odb10	79	Metazoa	Chordata	Aves	Anseriformes	Anhimidae	Chauna		Chauna torquata (Southern screamer)	3.0
UP000567872	6764	6738	26	453	1121	8338	aves_odb10	86	Metazoa	Chordata	Aves	Anseriformes	Anseranatidae	Anseranas		Anseranas semipalmata (Magpie goose) (Anas semipalmata)	3.0
UP000518305	6469	6445	24	553	1316	8338	aves_odb10	84	Metazoa	Chordata	Aves	Apodiformes	Apodidae	Hemiprocne		Hemiprocne comata	3.0
UP000579904	5959	5939	20	641	1738	8338	aves_odb10	79	Metazoa	Chordata	Aves	Apodiformes	Trochilidae	Oreotrochilus		Oreotrochilus melanogaster	3.0
UP000694424	7706	4849	2857	217	415	8338	aves_odb10	95	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx		Apteryx owenii (Little spotted kiwi)	3.0
UP000694841	8022	6075	1947	168	148	8338	aves_odb10	98	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx mantelli	Apteryx mantelli mantelli	3.0
UP000551127	6763	6741	22	467	1108	8338	aves_odb10	86	Metazoa	Chordata	Aves	Bucerotiformes	Bucorvidae	Bucorvus		Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	3.0
UP000559068	6539	6513	26	540	1259	8338	aves_odb10	84	Metazoa	Chordata	Aves	Caprimulgiformes	Aegothelidae	Aegotheles		Aegotheles bennettii	3.0
UP000568556	6583	6558	25	517	1238	8338	aves_odb10	85	Metazoa	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Chordeiles		Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis)	3.0
UP000551823	5810	5778	32	665	1863	8338	aves_odb10	77	Metazoa	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Nyctiprogne		Nyctiprogne leucopyga	2.0
UP000538472	6498	6471	27	523	1317	8338	aves_odb10	84	Metazoa	Chordata	Aves	Caprimulgiformes	Nyctibiidae	Nyctibius		Nyctibius bracteatus (Rufous potoo)	3.0
UP000567826	6473	6436	37	582	1283	8338	aves_odb10	84	Metazoa	Chordata	Aves	Caprimulgiformes	Nyctibiidae	Nyctibius		Nyctibius grandis (Great potoo)	3.0
UP000584326	5951	5915	36	663	1724	8338	aves_odb10	79	Metazoa	Chordata	Aves	Caprimulgiformes	Podargidae	Podargus		Podargus strigoides (Tawny frogmouth) (Caprimulgus strigoides)	3.0
UP000516988	6547	6510	37	570	1221	8338	aves_odb10	85	Metazoa	Chordata	Aves	Caprimulgiformes	Steatornithidae	Steatornis		Steatornis caripensis (Oilbird)	3.0
UP000054116	6017	6003	14	572	1749	8338	aves_odb10	79	Metazoa	Chordata	Aves	Cariamiformes	Cariamidae	Cariama		Cariama cristata (Red-legged seriema)	2.0
UP000541181	6700	6677	23	477	1161	8338	aves_odb10	86	Metazoa	Chordata	Aves	Cariamiformes	Cariamidae	Chunga		Chunga burmeisteri (Black-legged seriema)	3.0
UP000543287	6653	6622	31	482	1203	8338	aves_odb10	85	Metazoa	Chordata	Aves	Casuariiformes	Dromaiidae	Dromaius		Dromaius novaehollandiae (Emu)	3.0
UP000536033	6381	6352	29	607	1350	8338	aves_odb10	83	Metazoa	Chordata	Aves	Charadriiformes	Alcidae	Alca		Alca torda (Razorbill)	3.0
UP000578766	6789	6749	40	475	1074	8338	aves_odb10	87	Metazoa	Chordata	Aves	Charadriiformes	Alcidae	Cepphus		Cepphus grylle (Black guillemot) (Alca grylle)	3.0
UP000574691	6400	6375	25	537	1401	8338	aves_odb10	83	Metazoa	Chordata	Aves	Charadriiformes	Burhinidae	Burhinus		Burhinus bistriatus	2.0
UP000053858	6845	6817	28	309	1184	8338	aves_odb10	85	Metazoa	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius		Charadrius vociferus (Killdeer) (Aegialitis vocifera)	2.0
UP000587655	6622	6595	27	495	1221	8338	aves_odb10	85	Metazoa	Chordata	Aves	Charadriiformes	Charadriidae	Ibidorhyncha		Ibidorhyncha struthersii	3.0
UP000519225	6388	6363	25	631	1319	8338	aves_odb10	84	Metazoa	Chordata	Aves	Charadriiformes	Charadriidae	Pluvianellus		Pluvianellus socialis (Magellanic plover)	3.0
UP000557271	6674	6646	28	513	1151	8338	aves_odb10	86	Metazoa	Chordata	Aves	Charadriiformes	Chionididae	Chionis		Chionis minor (Black-faced sheathbill)	3.0
UP000586671	6469	6444	25	553	1316	8338	aves_odb10	84	Metazoa	Chordata	Aves	Charadriiformes	Dromadidae	Dromas		Dromas ardeola	3.0
UP000583049	6573	6537	36	526	1239	8338	aves_odb10	85	Metazoa	Chordata	Aves	Charadriiformes	Glareolidae	Glareola		Glareola pratincola (Collared pratincole) (Hirundo pratincola)	3.0
UP000525158	6515	6485	30	540	1283	8338	aves_odb10	84	Metazoa	Chordata	Aves	Charadriiformes	Glareolidae	Rhinoptilus		Smutsornis africanus (Double-banded courser) (Rhinoptilus africanus)	3.0
UP000550086	5805	5779	26	671	1862	8338	aves_odb10	77	Metazoa	Chordata	Aves	Charadriiformes	Jacanidae	Jacana		Jacana jacana (Wattled jacana) (Parra jacana)	1.0
UP000620207	5596	5563	33	867	1875	8338	aves_odb10	77	Metazoa	Chordata	Aves	Charadriiformes	Laridae	Larus		Larus smithsonianus (American herring gull)	3.0
UP000556165	6169	6136	33	544	1625	8338	aves_odb10	80	Metazoa	Chordata	Aves	Charadriiformes	Laridae	Phaetusa		Phaetusa simplex (large-billed tern)	2.0
UP000540089	6830	6793	37	475	1033	8338	aves_odb10	87	Metazoa	Chordata	Aves	Charadriiformes	Laridae	Rissa		Rissa tridactyla (Black-legged kittiwake) (Larus tridactyla)	2.0
UP000525416	6710	6684	26	502	1126	8338	aves_odb10	86	Metazoa	Chordata	Aves	Charadriiformes	Laridae	Rynchops		Rynchops niger (Black skimmer)	3.0
UP000565207	6390	6364	26	572	1376	8338	aves_odb10	83	Metazoa	Chordata	Aves	Charadriiformes	Pedionomidae	Pedionomus		Pedionomus torquatus (Plains-wanderer)	3.0
UP000571567	6624	6591	33	513	1201	8338	aves_odb10	85	Metazoa	Chordata	Aves	Charadriiformes	Recurvirostridae	Himantopus		Himantopus himantopus (Black-winged stilt) (Charadrius himantopus)	3.0
UP000586634	6687	6662	25	496	1155	8338	aves_odb10	86	Metazoa	Chordata	Aves	Charadriiformes	Rostratulidae	Nycticryphes		Nycticryphes semicollaris	3.0
UP000545435	6735	6712	23	487	1116	8338	aves_odb10	86	Metazoa	Chordata	Aves	Charadriiformes	Rostratulidae	Rostratula		Rostratula benghalensis (greater painted-snipe)	3.0
UP000541811	6333	6311	22	625	1380	8338	aves_odb10	83	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Arenaria		Arenaria interpres (Ruddy turnstone) (Tringa interpres)	3.0
UP000694419	7830	5303	2527	228	280	8338	aves_odb10	96	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris		Calidris pygmaea (Spoon-billed sandpiper)	3.0
UP000532908	6500	6469	31	490	1348	8338	aves_odb10	83	Metazoa	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius		Stercorarius parasiticus (Parasitic jaeger) (Arctic skua)	3.0
UP000582182	5959	5935	24	681	1698	8338	aves_odb10	79	Metazoa	Chordata	Aves	Charadriiformes	Turnicidae	Turnix		Turnix velox (Little buttonquail)	3.0
UP000537039	6518	6493	25	536	1284	8338	aves_odb10	84	Metazoa	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia		Ciconia maguari	3.0
UP000522270	6569	6539	30	542	1227	8338	aves_odb10	85	Metazoa	Chordata	Aves	Ciconiiformes	Pteroclidae	Pterocles		Pterocles burchelli	3.0
UP000536260	5475	5455	20	782	2081	8338	aves_odb10	75	Metazoa	Chordata	Aves	Ciconiiformes	Pteroclidae	Syrrhaptes		Syrrhaptes paradoxus (Pallas's sandgrouse)	3.0
UP000565698	6620	6591	29	512	1206	8338	aves_odb10	85	Metazoa	Chordata	Aves	Ciconiiformes	Thinocoridae	Thinocorus		Thinocorus orbignyianus	3.0
UP000654395	6322	6288	34	593	1423	8338	aves_odb10	82	Metazoa	Chordata	Aves	Coliiformes	Coliidae	Urocolius		Urocolius indicus (Red-faced mousebird) (Colius indicus)	3.0
UP000541332	6582	6553	29	523	1233	8338	aves_odb10	85	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Alopecoenas		Alopecoenas beccarii (Western bronze ground-dove)	3.0
UP000546235	6570	6550	20	431	1337	8338	aves_odb10	83	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Caloenas		Caloenas nicobarica (Nicobar pigeon)	2.0
UP000053872	7780	6729	1051	285	273	8338	aves_odb10	96	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Columba		Columba livia (Rock dove)	3.0
UP000530263	5733	5710	23	594	2011	8338	aves_odb10	75	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Columbina		Columbina picui (Picui ground-dove)	3.0
UP000190648	7600	6046	1554	239	499	8338	aves_odb10	94	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	Patagioenas fasciata	Patagioenas fasciata monilis	3.0
UP000648918	6679	6651	28	481	1178	8338	aves_odb10	85	Metazoa	Chordata	Aves	Coraciiformes	Alcedinidae	Halcyon		Halcyon senegalensis	3.0
UP000520535	5938	5910	28	633	1767	8338	aves_odb10	78	Metazoa	Chordata	Aves	Coraciiformes	Brachypteraciidae	Brachypteracias		Brachypteracias leptosomus (short-legged ground-roller)	3.0
UP000579406	6155	6128	27	577	1606	8338	aves_odb10	80	Metazoa	Chordata	Aves	Coraciiformes	Cerylidae	Chloroceryle		Chloroceryle aenea (American pygmy kingfisher)	3.0
UP000541249	6373	6346	27	593	1372	8338	aves_odb10	83	Metazoa	Chordata	Aves	Coraciiformes	Coraciidae	Eurystomus		Eurystomus gularis	3.0
UP000578343	6208	6181	27	594	1536	8338	aves_odb10	81	Metazoa	Chordata	Aves	Coraciiformes	Momotidae	Baryphthengus		Baryphthengus martii (Rufous motmot)	3.0
UP000517892	6653	6623	30	513	1172	8338	aves_odb10	85	Metazoa	Chordata	Aves	Cuculiformes	Centropidae	Centropus		Centropus unirufus	3.0
UP000653271	6009	5978	31	705	1624	8338	aves_odb10	80	Metazoa	Chordata	Aves	Cuculiformes	Coccyzidae	Piaya		Piaya cayana (Common squirrel cuckoo)	3.0
UP000549499	6612	6589	23	490	1236	8338	aves_odb10	85	Metazoa	Chordata	Aves	Cuculiformes	Crotophagidae	Crotophaga		Crotophaga sulcirostris (Groove-billed ani)	3.0
UP000519239	5783	5757	26	695	1860	8338	aves_odb10	77	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	Ceuthmochares		Ceuthmochares aereus	3.0
UP000531151	5637	5610	27	815	1886	8338	aves_odb10	77	Metazoa	Chordata	Aves	Cuculiformes	Neomorphidae	Geococcyx		Geococcyx californianus (Greater roadrunner) (Saurothera californiana)	3.0
