	kingdom	phylum	class	order	family	genus	species	count_tyrosinases	taxid	name	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	proteomeCount	stdCdss	averageCdss	confidence	status
UP000033774	NA	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Elstera	Elstera litoralis	2	552518	Elstera litoralis	433	430	3	36	148	617	rhodospirillales_odb10	76	266	0.0	0	0	Standard
UP000196655	NA	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Inquilinus	Inquilinus limosus	1	171674	Inquilinus limosus	604	595	9	3	10	617	rhodospirillales_odb10	98	266	0.0	0	0	Outlier (high value)
UP000501891	NA	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	Rhodospirillaceae bacterium B3	1	2728875	Rhodospirillaceae bacterium B3	519	518	1	3	95	617	rhodospirillales_odb10	84	266	0.0	0	0	Standard
UP000544872	NA	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Novispirillum	Novispirillum itersonii	1	189	Novispirillum itersonii (Aquaspirillum itersonii)	613	611	2	3	1	617	rhodospirillales_odb10	99	266	0.0	0	0	Standard
UP000471435	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Pontixanthobacter	Pontixanthobacter luteolus	1	295089	Pontixanthobacter luteolus	1014	1012	2	0	4	1018	sphingomonadales_odb10	99	155	0.0	0	0	Standard
UP000239825	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. SCG-1	1	2072936	Sphingobium sp. SCG-1	1012	1002	10	1	5	1018	sphingomonadales_odb10	99	114	0.0	0	0	Close to standard (low value)
UP000199142	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. YR768	1	1884365	Sphingobium sp. YR768	1017	1012	5	0	1	1018	sphingomonadales_odb10	99	114	0.0	0	0	Close to standard (high value)
UP000516148	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas alpina	1	653931	Sphingomonas alpina	971	971	0	1	46	1018	sphingomonadales_odb10	95	341	0.0	0	0	Close to standard (high value)
UP000241167	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas deserti	2	2116704	Sphingomonas deserti	983	962	21	5	30	1018	sphingomonadales_odb10	97	341	0.0	0	0	Close to standard (high value)
UP000266693	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas gilva	1	2305907	Sphingomonas gilva	1013	1012	1	2	3	1018	sphingomonadales_odb10	99	341	0.0	0	0	Close to standard (low value)
UP000298213	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas parva	1	2555898	Sphingomonas parva	968	956	12	8	42	1018	sphingomonadales_odb10	95	341	0.0	0	0	Standard
UP000254856	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. FARSPH	1	2219696	Sphingomonas sp. FARSPH	1013	1010	3	0	5	1018	sphingomonadales_odb10	99	341	0.0	0	0	Close to standard (low value)
UP000244749	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. HMWF008	1	2056845	Sphingomonas sp. HMWF008	748	747	1	89	181	1018	sphingomonadales_odb10	82	341	0.0	0	0	Standard
UP000613564	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. JC676	1	2768065	Sphingomonas sp. JC676	1010	1005	5	0	8	1018	sphingomonadales_odb10	99	341	0.0	0	0	Standard
UP000000605	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	1	272560	Burkholderia pseudomallei (strain K96243)	688	686	2	0	0	688	burkholderiales_odb10	100	1804	0.0	0	0	Close to standard (low value)
UP000051826	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. Leaf177	1	1736287	Burkholderia sp. Leaf177	687	686	1	0	1	688	burkholderiales_odb10	99	3470	0.0	0	0	Standard
UP000036959	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Candidatus Burkholderia verschuerenii	1	242163	Candidatus Burkholderia verschuerenii	665	665	0	4	19	688	burkholderiales_odb10	97	3470	0.0	0	0	Close to standard (low value)
UP000198263	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia concitans	2	1777133	Caballeronia concitans	688	686	2	0	0	688	burkholderiales_odb10	100	34	0.0	0	0	Close to standard (low value)
UP000501028	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia sp. SBC1	1	2705548	Caballeronia sp. SBC1	688	680	8	0	0	688	burkholderiales_odb10	100	34	0.0	0	0	Standard
UP000054717	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia telluris	2	326475	Caballeronia telluris	686	685	1	0	2	688	burkholderiales_odb10	99	34	0.0	0	0	Close to standard (low value)
UP000243096	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Mycetohabitans	Mycetohabitans endofungorum	1	417203	Mycetohabitans endofungorum	681	679	2	1	6	688	burkholderiales_odb10	99	4265	0.0	0	0	Outlier (low value)
UP000001192	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phymatum	1	391038	Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) (Burkholderia phymatum)	687	680	7	1	0	688	burkholderiales_odb10	100	160	0.0	0	0	Standard
UP000676887	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. LEh10	4	2821353	Paraburkholderia sp. LEh10	687	680	7	0	1	688	burkholderiales_odb10	99	160	0.0	0	0	Close to standard (high value)
UP000295382	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paucimonas	Paucimonas lemoignei	2	29443	Paucimonas lemoignei (Pseudomonas lemoignei)	686	681	5	0	2	688	burkholderiales_odb10	99	4265	0.0	0	0	Outlier (low value)
UP000005933	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	2	342110	Ralstonia solanacearum (strain UW551)	651	651	0	4	33	688	burkholderiales_odb10	95	171	0.0	0	0	Close to standard (low value)
UP000248856	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax anthurii	1	78229	Paracidovorax anthurii	683	683	0	1	4	688	burkholderiales_odb10	99	34	0.0	0	0	Close to standard (high value)
UP000198781	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax valerianellae	1	187868	Paracidovorax valerianellae	682	682	0	2	4	688	burkholderiales_odb10	99	34	0.0	0	0	Standard
UP000267464	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Albitalea	Albitalea terrae	1	2496871	Albitalea terrae	685	682	3	1	2	688	burkholderiales_odb10	99	714	0.0	0	0	Close to standard (high value)
UP000321199	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp. NLF-7-7	1	2597701	Comamonas flocculans	667	666	1	1	20	688	burkholderiales_odb10	97	103	0.0	0	0	Close to standard (low value)
UP000000784	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia acidovorans	1	398578	Delftia acidovorans (strain DSM 14801 / SPH-1)	684	684	0	0	4	688	burkholderiales_odb10	99	46	0.0	0	0	Standard
UP000317475	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter sp. WS9	1	1882741	Ramlibacter sp. WS9	684	682	2	1	3	688	burkholderiales_odb10	99	714	0.0	0	0	Close to standard (high value)
UP000035352	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	Schlegelella brevitalea	1	413882	Caldimonas brevitalea	682	681	1	3	3	688	burkholderiales_odb10	99	92	0.0	0	0	Close to standard (high value)
UP000502415	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella sp. GN2-R2	1	2728020	Massilia forsythiae	677	674	3	1	10	688	burkholderiales_odb10	98	54	0.0	0	0	Standard
UP000571084	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Glaciimonas	Glaciimonas immobilis	1	728004	Glaciimonas immobilis	686	680	6	2	0	688	burkholderiales_odb10	100	328	0.0	0	0	Standard
UP000027604	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum	1	1349767	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	678	674	4	5	5	688	burkholderiales_odb10	99	73	0.0	0	0	Standard
UP000298438	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia arenosa	1	2561931	Massilia arenosa	667	665	2	7	14	688	burkholderiales_odb10	97	54	0.0	0	0	Standard
UP000240505	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia armeniaca	1	2072590	Pseudoduganella armeniaca	663	659	4	1	24	688	burkholderiales_odb10	96	125	0.0	0	0	Standard
UP000431684	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia dura	1	321982	Pseudoduganella dura	682	676	6	1	5	688	burkholderiales_odb10	99	125	0.0	0	0	Standard
UP000297258	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia horti	1	2562153	Massilia horti	678	644	34	5	5	688	burkholderiales_odb10	99	54	0.0	0	0	Standard
UP000228593	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia psychrophila	3	1603353	Massilia psychrophila	678	674	4	3	7	688	burkholderiales_odb10	98	54	0.0	0	0	Close to standard (low value)
UP000028843	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. BSC265	1	1549812	Massilia sp. BSC265	660	644	16	2	26	688	burkholderiales_odb10	96	54	0.0	0	0	Close to standard (low value)
UP000515434	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Dwa41.01b	1	2709302	Massilia sp. Dwa41.01b	600	595	5	4	84	688	burkholderiales_odb10	87	54	0.0	0	0	Close to standard (low value)
UP000051760	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Leaf139	1	1736272	Massilia sp. Leaf139	679	675	4	0	9	688	burkholderiales_odb10	98	54	0.0	0	0	Close to standard (low value)
UP000036336	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. WF1	1	1406431	Massilia sp. WF1	645	638	7	5	38	688	burkholderiales_odb10	94	54	0.0	0	0	Standard
UP000197535	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum denitrificans	1	1968433	Noviherbaspirillum denitrificans	656	649	7	10	22	688	burkholderiales_odb10	96	328	0.0	0	0	Standard
UP000622890	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum pedocola	5	2801341	Noviherbaspirillum pedocola	685	673	12	0	3	688	burkholderiales_odb10	99	328	0.0	0	0	Close to standard (high value)
UP000266327	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum sedimenti	1	2320865	Noviherbaspirillum sedimenti	688	687	1	0	0	688	burkholderiales_odb10	100	328	0.0	0	0	Standard
UP000051303	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum sp. Root189	1	1736487	Noviherbaspirillum sp. Root189	685	682	3	0	3	688	burkholderiales_odb10	99	328	0.0	0	0	Standard
UP000680067	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium luofuense	1	2828733	Undibacterium luofuense	683	676	7	0	5	688	burkholderiales_odb10	99	328	0.0	0	0	Standard
UP000612361	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium rugosum	1	2762291	Undibacterium rugosum	684	683	1	1	3	688	burkholderiales_odb10	99	328	0.0	0	0	Close to standard (low value)
UP000464899	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium sp. KW1	1	2058624	Undibacterium sp. KW1	673	670	3	7	8	688	burkholderiales_odb10	98	328	0.0	0	0	Close to standard (high value)
UP000192761	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Andreprevotia	Andreprevotia lacus	1	1121001	Andreprevotia lacus DSM 23236	795	795	0	3	6	804	neisseriales_odb10	99	0	0.0	0	0	Unknown
UP000036114	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium sp. LK11	1	1628212	Chromobacterium sp. LK11	798	791	7	1	5	804	neisseriales_odb10	99	56	0.0	0	0	Standard
UP000001424	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum	2	243365	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	799	796	3	0	5	804	neisseriales_odb10	99	56	0.0	0	0	Standard
UP000645257	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Paludibacterium	Paludibacterium paludis	1	1225769	Paludibacterium paludis	792	789	3	0	12	804	neisseriales_odb10	98	74	0.0	0	0	Close to standard (low value)
UP000295611	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Paludibacterium	Paludibacterium purpuratum	1	1144873	Paludibacterium purpuratum	783	781	2	2	19	804	neisseriales_odb10	97	74	0.0	0	0	Close to standard (low value)
UP000543030	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Silvimonas	Silvimonas terrae	1	300266	Silvimonas terrae	796	787	9	3	5	804	neisseriales_odb10	99	0	0.0	0	0	Unknown
UP000675882	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Candidatus Nitrotoga	Candidatus Nitrotoga fabula	1	2182327	Candidatus Nitrotoga fabula	701	700	1	3	34	738	nitrosomonadales_odb10	95	44	0.0	0	0	Standard
UP000199533	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas aestuarii	2	52441	Nitrosomonas aestuarii	731	727	4	2	5	738	nitrosomonadales_odb10	99	65	0.0	0	0	Close to standard (high value)
UP000034156	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas communis	1	44574	Nitrosomonas communis	726	726	0	0	12	738	nitrosomonadales_odb10	98	65	0.0	0	0	Close to standard (high value)
UP000185062	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas cryotolerans	2	1131553	Nitrosomonas cryotolerans ATCC 49181	723	723	0	0	15	738	nitrosomonadales_odb10	97	65	0.0	0	0	Close to standard (low value)
UP000001416	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas europaea	1	228410	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	725	722	3	1	12	738	nitrosomonadales_odb10	98	65	0.0	0	0	Close to standard (low value)
UP000198640	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas halophila	1	44576	Nitrosomonas halophila	725	724	1	2	11	738	nitrosomonadales_odb10	98	65	0.0	0	0	Standard
UP000198729	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas mobilis	1	51642	Nitrosomonas mobilis	716	714	2	1	21	738	nitrosomonadales_odb10	97	65	0.0	0	0	Standard
UP000199561	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas nitrosa	2	52442	Nitrosomonas nitrosa	728	728	0	0	10	738	nitrosomonadales_odb10	98	65	0.0	0	0	Standard
UP000198732	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp. Nm51	3	133720	Nitrosomonas sp. Nm51	728	726	2	0	10	738	nitrosomonadales_odb10	98	65	0.0	0	0	Standard
UP000199646	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp. Nm58	1	200126	Nitrosomonas sp. Nm58	729	729	0	0	9	738	nitrosomonadales_odb10	98	65	0.0	0	0	Standard
UP000248024	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp. Nm84	1	200124	Nitrosomonas sp. Nm84	735	733	2	0	3	738	nitrosomonadales_odb10	99	65	0.0	0	0	Close to standard (high value)
UP000183107	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira briensis	4	35799	Nitrosospira briensis	733	732	1	0	5	738	nitrosomonadales_odb10	99	38	0.0	0	0	Standard
UP000012179	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira lacus	4	1288494	Nitrosospira lacus	731	729	2	1	6	738	nitrosomonadales_odb10	99	38	0.0	0	0	Standard
UP000002718	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis	3	323848	Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71)	730	728	2	2	6	738	nitrosomonadales_odb10	99	38	0.0	0	0	Standard
UP000198645	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira sp. Nl5	2	200120	Nitrosospira sp. Nl5	730	728	2	0	8	738	nitrosomonadales_odb10	98	38	0.0	0	0	Standard
UP000198764	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira sp. Nsp1	5	136547	Nitrosospira sp. Nsp1	732	731	1	0	6	738	nitrosomonadales_odb10	99	38	0.0	0	0	Close to standard (high value)
UP000198772	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira sp. Nsp14	2	1855333	Nitrosospira sp. Nsp14	730	729	1	1	7	738	nitrosomonadales_odb10	99	38	0.0	0	0	Close to standard (high value)
UP000183249	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosovibrio	Nitrosovibrio sp. Nv17	2	1855339	Nitrosovibrio sp. Nv17	724	722	2	2	12	738	nitrosomonadales_odb10	98	111	0.0	0	0	Standard
UP000198620	NA	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosovibrio	Nitrosovibrio tenuis	3	1233	Nitrosovibrio tenuis	732	730	2	1	5	738	nitrosomonadales_odb10	99	111	0.0	0	0	Standard
UP000308209	NA	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae	Desulforhopalus	Desulforhopalus sp. IMCC35007	1	2569543	Desulforhopalus sp. IMCC35007	118	114	4	2	4	124	bacteria_odb10	96	0	0.0	0	0	Unknown
UP000185945	NA	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangium	Archangium sp. Cb G35	1	1920190	Archangium sp. Cb G35	259	254	5	0	0	259	deltaproteobacteria_odb10	100	0	0.0	0	0	Unknown
UP000182229	NA	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Cystobacter	Cystobacter ferrugineus	1	83449	Cystobacter ferrugineus	258	255	3	0	1	259	deltaproteobacteria_odb10	99	0	0.0	0	0	Unknown
UP000217289	NA	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Melittangium	Melittangium boletus	1	1294270	Melittangium boletus DSM 14713	257	255	2	0	2	259	deltaproteobacteria_odb10	99	0	0.0	0	0	Unknown
UP000291769	NA	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	Myxococcales bacterium	2	2026763	Myxococcales bacterium	234	233	1	3	22	259	deltaproteobacteria_odb10	91	105	0.0	0	0	Close to standard (high value)
UP000621992	NA	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	NA	Nannocystaceae bacterium	2	2545255	Nannocystaceae bacterium	90	89	1	12	22	124	bacteria_odb10	82	0	0.0	0	0	Unknown
UP000005801	NA	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis pacifica	1	391625	Plesiocystis pacifica SIR-1	234	230	4	7	18	259	deltaproteobacteria_odb10	93	0	0.0	0	0	Unknown
UP000002139	NA	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum	1	448385	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	250	244	6	1	8	259	deltaproteobacteria_odb10	96	44	0.0	0	0	Close to standard (high value)
UP000034883	NA	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus amylolyticus	1	927083	Sandaracinus amylolyticus	247	245	2	5	7	259	deltaproteobacteria_odb10	97	0	0.0	0	0	Unknown
UP000283255	NA	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	Motilimonas	Motilimonas pumila	1	2303987	Motilimonas pumila	804	800	4	0	16	820	alteromonadales_odb10	98	0	0.0	0	0	Unknown
UP000614811	NA	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella chitinivorans	1	1329800	Arenicella chitinivorans	347	347	0	2	17	366	gammaproteobacteria_odb10	95	0	0.0	0	0	Unknown
UP000253083	NA	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella xantha	1	644221	Arenicella xantha	349	349	0	2	15	366	gammaproteobacteria_odb10	95	0	0.0	0	0	Unknown
UP000652567	NA	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio polysaccharolyticus	1	2082724	Cellvibrio polysaccharolyticus	894	891	3	1	18	913	cellvibrionales_odb10	98	32	0.0	0	0	Standard
UP000196143	NA	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio sp. PSBB006	1	1987723	Cellvibrio sp. PSBB006	905	901	4	0	8	913	cellvibrionales_odb10	99	32	0.0	0	0	Close to standard (high value)
UP000001947	NA	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus	Saccharophagus degradans	1	203122	Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	905	904	1	2	6	913	cellvibrionales_odb10	99	32	0.0	0	0	Standard
UP000317605	NA	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea	Haliea sp.	1	1932666	Haliea sp.	275	180	95	16	622	913	cellvibrionales_odb10	31	91	0.0	0	0	Outlier (high value)
UP000276260	NA	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Pararheinheimera	Pararheinheimera mesophila	1	1547515	Rheinheimera mesophila	626	623	3	1	25	652	chromatiales_odb10	96	76	0.0	0	0	Standard
UP000195667	NA	Proteobacteria	Gammaproteobacteria	Methylococcales	Crenotrichaceae	Crenothrix	Crenothrix polyspora	2	360316	Crenothrix polyspora	354	352	2	3	9	366	gammaproteobacteria_odb10	97	0	0.0	0	0	Unknown
UP000192923	NA	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomagnum	Methylomagnum ishizawai	1	1760988	Methylomagnum ishizawai	363	357	6	0	3	366	gammaproteobacteria_odb10	99	99	0.0	0	0	Close to standard (high value)
UP000197019	NA	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylovulum	Methylovulum psychrotolerans	2	1704499	Methylovulum psychrotolerans	360	358	2	1	5	366	gammaproteobacteria_odb10	98	99	0.0	0	0	Close to standard (high value)
UP000013148	NA	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter guillouiae	1	1217656	Acinetobacter guillouiae NIPH 991	361	357	4	1	4	366	gammaproteobacteria_odb10	98	8770	0.0	0	0	Outlier (high value)
UP000006755	NA	Proteobacteria	Gammaproteobacteria	NA	NA	Gallaecimonas	Gallaecimonas xiamenensis	1	745411	Gallaecimonas xiamenensis 3-C-1	364	364	0	2	0	366	gammaproteobacteria_odb10	100	0	0.0	0	0	Unknown
UP000000238	NA	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella chejuensis	1	349521	Hahella chejuensis (strain KCTC 2396)	615	614	1	2	2	619	oceanospirillales_odb10	99	0	0.0	0	0	Unknown
UP000215632	NA	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella sp. CCB-MM4	2	1926491	Hahella sp. CCB-MM4	616	612	4	0	3	619	oceanospirillales_odb10	99	0	0.0	0	0	Unknown
UP000198654	NA	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas muralis	1	119000	Halomonas muralis	618	618	0	0	1	619	oceanospirillales_odb10	99	206	0.0	0	0	Standard
UP000276016	NA	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. YLB-10	1	2483111	Halomonas sp. YLB-10	616	616	0	2	1	619	oceanospirillales_odb10	99	206	0.0	0	0	Close to standard (high value)
UP000094291	NA	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	Terasakiispira	Terasakiispira papahanaumokuakeensis	1	197479	Terasakiispira papahanaumokuakeensis	611	610	1	1	7	619	oceanospirillales_odb10	98	0	0.0	0	0	Unknown
UP000001062	NA	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas mediterranea	1	717774	Marinomonas mediterranea (strain ATCC 700492 / JCM 21426 / NBRC 103028 / MMB-1)	618	618	0	0	1	619	oceanospirillales_odb10	99	38	0.0	0	0	Close to standard (high value)
UP000626148	NA	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Saccharospirillum	Saccharospirillum salsuginis	1	418750	Saccharospirillum salsuginis	611	609	2	4	4	619	oceanospirillales_odb10	99	0	0.0	0	0	Unknown
UP000199524	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas asplenii	1	53407	Pseudomonas asplenii	778	775	3	1	3	782	pseudomonadales_odb10	99	8664	0.0	0	0	Close to standard (low value)
