protein_acc	proteome_acc	species
A0A9P9EE65	UP000700596	Dendryphion nanum
A0A9P9EFC0	UP000717696	Dactylonectria estremocensis
A0A9P9EIM9	UP000700596	Dendryphion nanum
A0A9P9EP06	UP000738349	Dactylonectria macrodidyma
A0A9P9ER97	UP000738349	Dactylonectria macrodidyma
A0A9P9EVV4	UP000738349	Dactylonectria macrodidyma
A0A9P9EX00	UP000738349	Dactylonectria macrodidyma
A0A9P9F0N9	UP000738349	Dactylonectria macrodidyma
A0A9P9F0P3	UP000717696	Dactylonectria estremocensis
A0A9P9F610	UP000738349	Dactylonectria macrodidyma
A0A9P9FH49	UP000738349	Dactylonectria macrodidyma
A0A9P9G0H2	UP000736672	Fusarium solani
A0A9P9G1D6	UP000736672	Fusarium solani
A0A9P9GGD9	UP000720189	Fusarium redolens
A0A9P9GQV0	UP000720189	Fusarium redolens
A0A9P9H480	UP000736672	Fusarium solani
A0A9P9HA99	UP000736672	Fusarium solani
A0A9P9HAD7	UP000736672	Fusarium solani
A0A9P9HJ81	UP000736672	Fusarium solani
A0A9P9HMX7	UP000720189	Fusarium redolens
A0A9P9HQ61	UP000720189	Fusarium redolens
A0A9P9I0Y5	UP000701757	Auriculariales sp. MPI-PUGE-AT-0066
A0A9P9I1S7	UP000701757	Auriculariales sp. MPI-PUGE-AT-0066
A0A9P9IDE3	UP000717696	Dactylonectria estremocensis
A0A9P9IFD1	UP000738349	Dactylonectria macrodidyma
A0A9P9IL65	UP000738349	Dactylonectria macrodidyma
A0A9P9IM25	UP000700596	Dendryphion nanum
A0A9P9IM70	UP000700596	Dendryphion nanum
A0A9P9IMH5	UP000738349	Dactylonectria macrodidyma
A0A9P9IMQ8	UP000738349	Dactylonectria macrodidyma
A0A9P9IQ08	UP000700596	Dendryphion nanum
A0A9P9ITJ2	UP000700596	Dendryphion nanum
A0A9P9IXR3	UP000717696	Dactylonectria estremocensis
A0A9P9IXR4	UP000717696	Dactylonectria estremocensis
A0A9P9IYK1	UP000700596	Dendryphion nanum
A0A9P9IZ74	UP000700596	Dendryphion nanum
A0A9P9J0Z6	UP000717696	Dactylonectria estremocensis
A0A9P9J2H8	UP000738349	Dactylonectria macrodidyma
A0A9P9J3N0	UP000738349	Dactylonectria macrodidyma
A0A9P9J4T8	UP000717696	Dactylonectria estremocensis
A0A9P9J5H6	UP000717696	Dactylonectria estremocensis
A0A9P9J6B9	UP000717696	Dactylonectria estremocensis
A0A9P9J7R2	UP000738349	Dactylonectria macrodidyma
A0A9P9J9F7	UP000717696	Dactylonectria estremocensis
A0A9P9JAD3	UP000738349	Dactylonectria macrodidyma
A0A9P9JAU8	UP000717696	Dactylonectria estremocensis
A0A9P9JKG7	UP000720189	Fusarium redolens
A0A9P9JQC5	UP000720189	Fusarium redolens
A0A9P9JVC3	UP000720189	Fusarium redolens
A0A9P9K123	UP000720189	Fusarium redolens
A0A9P9KBB3	UP000736672	Fusarium solani
A0A9P9KEG5	UP000720189	Fusarium redolens
A0A9P9KEH1	UP000720189	Fusarium redolens
A0A9P9KIR2	UP000720189	Fusarium redolens
A0A9P9KM55	UP000736672	Fusarium solani
A0A9P9KNI3	UP000720189	Fusarium redolens
A0A9P9KPV1	UP000720189	Fusarium redolens
A0A9P9KYY7	UP000736672	Fusarium solani
A0A9P9L6M7	UP000736672	Fusarium solani
A0A9P9LN94	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9MEZ5	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9MR46	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9N0X1	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9N290	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9N9Q3	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9NIQ1	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9NPR4	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9NR90	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9NTJ2	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9NVI6	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9P4V1	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9P985	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9PAD1	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9PC11	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9PFJ3	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9PIW4	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9PJF8	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9PL36	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9PM88	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9PNF6	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9PNQ2	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9PTI3	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9PV16	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9PVT7	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9PZP4	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9Q0F6	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9Q477	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9Q4U9	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9Q7H8	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9Q7X1	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9Q8L5	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9QA22	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9QCE1	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9QGP4	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9QHQ2	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9QK50	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9QNF4	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9QNI1	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9QP15	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9QQN2	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9QQQ3	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9QRN5	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9QY62	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9QYS6	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9QZK8	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9R1J9	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9RHS0	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9RKS1	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9RR29	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9S1J7	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9S5L8	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9S7K8	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9S8L0	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9S955	UP000745206	Rhexocercosporidium sp. MPI-PUGE-AT-0058
A0A9P9SCD2	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9SE93	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9SQN5	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9SWC0	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9SWX5	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9SZA4	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9T095	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9T2R7	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9T4J5	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9T5B2	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9T6S3	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9T8Y3	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9T9S0	UP000785799	Pyrenochaeta sp. MPI-SDFR-AT-0127
A0A9P9TFF7	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9TFS2	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9TIM7	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9TLI7	UP000730381	Phaeosphaeria sp. MPI-PUGE-AT-0046c
A0A9P9TMI1	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9TP97	UP000711815	Leotiomycetes sp. MPI-SDFR-AT-0126
A0A9P9WAG3	UP000829685	Wardomyces moseri
A0A9P9WAG9	UP000829685	Wardomyces moseri
A0A9P9WAQ4	UP000829685	Wardomyces moseri
A0A9P9WAZ0	UP000829685	Wardomyces moseri
A0A9P9WBG0	UP000829685	Wardomyces moseri
A0A9P9WBT7	UP000829685	Wardomyces moseri
A0A9P9WE24	UP000829685	Wardomyces moseri
A0A9P9WGF9	UP000829685	Wardomyces moseri
A0A9P9WH67	UP000829685	Wardomyces moseri
A0A9P9WJE3	UP000829685	Wardomyces moseri
A0A9P9WK24	UP000829685	Wardomyces moseri
A0A9P9WLA8	UP000829685	Wardomyces moseri
A0A9P9WLG7	UP000829685	Wardomyces moseri
A0A9P9WMZ2	UP000829685	Wardomyces moseri
A0A9P9WPJ5	UP000829685	Wardomyces moseri
A0A9P9WS14	UP000829685	Wardomyces moseri
A0A9P9WUX0	UP000829685	Wardomyces moseri
A0A9P9WV32	UP000829685	Wardomyces moseri
A0A9P9WW04	UP000829685	Wardomyces moseri
A0A9P9WW19	UP000829685	Wardomyces moseri
A0A9P9WWM5	UP000829685	Wardomyces moseri
A0A9P9WXB5	UP000829685	Wardomyces moseri
A0A9P9WY50	UP000829685	Wardomyces moseri
A0A9P9WYE5	UP000829685	Wardomyces moseri
A0A9P9X028	UP001056436	Colletotrichum abscissum
A0A9P9X1G2	UP001056436	Colletotrichum abscissum
A0A9P9X1N4	UP001056436	Colletotrichum abscissum
A0A9P9X5E8	UP001056436	Colletotrichum abscissum
A0A9P9X855	UP001056436	Colletotrichum abscissum
A0A9P9XA42	UP001056436	Colletotrichum abscissum
A0A9P9XBE7	UP001056436	Colletotrichum abscissum
A0A9P9XCC3	UP001056436	Colletotrichum abscissum
A0A9P9XGQ0	UP001056436	Colletotrichum abscissum
A0A9P9XJ46	UP001056436	Colletotrichum abscissum
A0A9P9XJK6	UP001056436	Colletotrichum abscissum
A0A9P9XLE1	UP001056436	Colletotrichum abscissum
A0A9P9XMI0	UP001056436	Colletotrichum abscissum
A0A9P9XMR3	UP001056436	Colletotrichum abscissum
A0A9P9XNZ2	UP001056436	Colletotrichum abscissum
A0A9P9XQR7	UP001056436	Colletotrichum abscissum
A0A9P9XQU4	UP001056436	Colletotrichum abscissum
A0A9P9XU20	UP001055219	Emericellopsis cladophorae
A0A9P9XU62	UP001055219	Emericellopsis cladophorae
A0A9P9Y0B8	UP001055219	Emericellopsis cladophorae
A0A9P9Y2C9	UP001055219	Emericellopsis cladophorae
A0A9P9Y2X6	UP001055219	Emericellopsis cladophorae
A0A9P9Y5F5	UP001055219	Emericellopsis cladophorae
A0A9Q0AIK5	UP000829685	Wardomyces moseri
A0A9Q0AIL3	UP000829685	Wardomyces moseri
A0A9Q0AJ77	UP000829685	Wardomyces moseri
A0A9Q0AJM4	UP000829685	Wardomyces moseri
A0A9Q0ANI9	UP000829685	Wardomyces moseri
A0A9Q0APT0	UP000829685	Wardomyces moseri
A0A9Q0ARC3	UP000829685	Wardomyces moseri
A0A9Q0AU16	UP000829685	Wardomyces moseri
A0A9Q0AYM7	UP001056436	Colletotrichum abscissum
A0A9Q0B0H4	UP001056436	Colletotrichum abscissum
A0A9Q0B0U4	UP001056436	Colletotrichum abscissum
A0A9Q0B1W0	UP001056436	Colletotrichum abscissum
A0A9Q0B2X4	UP001056436	Colletotrichum abscissum
A0A9Q0B372	UP001056436	Colletotrichum abscissum
A0A9Q0B5F6	UP001056436	Colletotrichum abscissum
A0A9Q0B615	UP001056436	Colletotrichum abscissum
A0A9Q0B6Y1	UP001056436	Colletotrichum abscissum
A0A9Q0B7W3	UP001056436	Colletotrichum abscissum
A0A9Q0B9E3	UP001056436	Colletotrichum abscissum
A0A9Q0BAF8	UP001056436	Colletotrichum abscissum
A0A9Q0BBC9	UP001055219	Emericellopsis cladophorae
A0A9Q0BCW2	UP001055219	Emericellopsis cladophorae
A0A9Q0DA90	UP001148018	Muraenolepis orangiensis
A0A9Q0DLI8	UP001148018	Muraenolepis orangiensis
A0A9Q0DNS3	UP001148018	Muraenolepis orangiensis
A0A9Q0FVE9	UP001141552	Turnera subulata
A0A9Q0G5V1	UP001141552	Turnera subulata
A0A9Q0G7N6	UP001141552	Turnera subulata
A0A9Q0GKV4	UP001141552	Turnera subulata
A0A9Q0ICF7	UP001148018	Muraenolepis orangiensis
A0A9Q0J471	UP001141552	Turnera subulata
A0A9Q0KS29	UP001141806	Protea cynaroides
A0A9Q0KTY2	UP001141806	Protea cynaroides
A0A9Q0KU96	UP001141806	Protea cynaroides
A0A9Q0KUV1	UP001141806	Protea cynaroides
A0A9Q0KV07	UP001141806	Protea cynaroides
A0A9Q0KV77	UP001141806	Protea cynaroides
A0A9Q0QJI7	UP001151529	Salix viminalis
A0A9Q0QXM2	UP001141806	Protea cynaroides
A0A9Q0QY86	UP001141806	Protea cynaroides
A0A9Q0U7U2	UP001151529	Salix viminalis
A0A9Q0UDV3	UP001151752	Salix koriyanagi
A0A9Q0VNA9	UP001151529	Salix viminalis
A0A9Q0VNT9	UP001151529	Salix viminalis
A0A9Q0VRW4	UP001151532	Salix purpurea
A0A9Q0VSA1	UP001151532	Salix purpurea
A0A9Q0VSR0	UP001151532	Salix purpurea
A0A9Q0VUS2	UP001151532	Salix purpurea
A0A9Q0WG28	UP001151532	Salix purpurea
A0A9Q0WM22	UP001151532	Salix purpurea
A0A9Q0WZP5	UP001151752	Salix koriyanagi
A0A9Q0WZZ7	UP001151752	Salix koriyanagi
A0A9Q0X1N2	UP001151752	Salix koriyanagi
A0A9Q0XMB9	UP001142489	Phrynocephalus forsythii
A0A9Q0XMU1	UP001142489	Phrynocephalus forsythii
A0A9Q0ZBQ2	UP001151752	Salix koriyanagi
A0A9Q0ZYT7	UP001151529	Salix viminalis
A0A9Q1A0N7	UP001151532	Salix purpurea
A0A9Q1A0U0	UP001151532	Salix purpurea
A0A9Q1A0X2	UP001151532	Salix purpurea
A0A9Q1A0Z0	UP001151532	Salix purpurea
A0A9Q1AGG0	UP001151532	Salix purpurea
A0A9Q1ALZ3	UP001151752	Salix koriyanagi
A0A9Q1AMB4	UP001151752	Salix koriyanagi
A0A9Q1B4Q7	UP001142489	Phrynocephalus forsythii
A0A9Q1D134	UP001152803	Conger conger
A0A9Q1DHX7	UP001152803	Conger conger
A0A9Q1DQ65	UP001152803	Conger conger
A0A9Q1EC86	UP001152622	Synaphobranchus kaupii
A0A9Q1F309	UP001152622	Synaphobranchus kaupii
A0A9Q1FUU2	UP001152622	Synaphobranchus kaupii
A0A9Q1GCX2	UP001152622	Synaphobranchus kaupii
A0A9Q1GIZ7	UP001153076	Carnegiea gigantea
A0A9Q1GQE0	UP001153076	Carnegiea gigantea
A0A9Q1GRA5	UP001153076	Carnegiea gigantea
A0A9Q1H4M8	UP001152320	Holothuria leucospilota
A0A9Q1HRS7	UP001152803	Conger conger
A0A9Q1HX87	UP001152803	Conger conger
A0A9Q1HXH5	UP001152803	Conger conger
A0A9Q1JDR4	UP001152622	Synaphobranchus kaupii
A0A9Q1JHX7	UP001153076	Carnegiea gigantea
A0A9Q1JNS3	UP001153076	Carnegiea gigantea
A0A9Q1JQ73	UP001153076	Carnegiea gigantea
A0A9Q1JQC5	UP001153076	Carnegiea gigantea
A0A9Q1KS40	UP001153076	Carnegiea gigantea
A0A9Q1L1Q6	UP001152561	Anisodus acutangulus
A0A9Q1L3G5	UP001152561	Anisodus acutangulus
A0A9Q1L3R3	UP001152561	Anisodus acutangulus
A0A9Q1LBZ7	UP001152561	Anisodus acutangulus
A0A9Q1M9T0	UP001152561	Anisodus acutangulus
A0A9Q1MAN7	UP001152561	Anisodus acutangulus
A0A9Q1MBS2	UP001152561	Anisodus acutangulus
A0A9Q1MCW5	UP001152561	Anisodus acutangulus
A0A9Q1MD85	UP001152561	Anisodus acutangulus
A0A9Q1MEU2	UP001152561	Anisodus acutangulus
A0A9Q1R9Z5	UP001152561	Anisodus acutangulus
A0A9Q1RG09	UP001152561	Anisodus acutangulus
A0A9Q1RGA3	UP001152561	Anisodus acutangulus
A0A9Q1RGR7	UP001152561	Anisodus acutangulus
A0A9Q1RGX2	UP001152561	Anisodus acutangulus
A0A9Q3BB88	UP000765509	Austropuccinia psidii
A0A9Q3E3U0	UP000765509	Austropuccinia psidii
A0A9Q3E4W3	UP000765509	Austropuccinia psidii
A0A9Q3F7G7	UP000765509	Austropuccinia psidii
A0A9Q3GXD1	UP000765509	Austropuccinia psidii
A0A9Q3GXS1	UP000765509	Austropuccinia psidii
A0A9Q3H9V3	UP000765509	Austropuccinia psidii
A0A9Q5NBQ1	UP000757232	Sanghuangporus baumii
A0A9Q5NFF1	UP000757232	Sanghuangporus baumii
A0A9Q8LDJ5	UP000756132	Fulvia fulva
A0A9Q8LKP3	UP000756132	Fulvia fulva
A0A9Q8PBS8	UP000756132	Fulvia fulva
A0A9Q8PG69	UP000756132	Fulvia fulva
A0A9Q8PIJ3	UP000756132	Fulvia fulva
A0A9Q8PJ35	UP000756132	Fulvia fulva
A0A9Q8PMF0	UP000756132	Fulvia fulva
A0A9Q8QDA2	UP000829364	Purpureocillium takamizusanense
A0A9Q8QFE9	UP000829364	Purpureocillium takamizusanense
A0A9Q8QFT2	UP000829364	Purpureocillium takamizusanense
A0A9Q8QL99	UP000829364	Purpureocillium takamizusanense
A0A9Q8QP72	UP000829364	Purpureocillium takamizusanense
A0A9Q8S989	UP000830671	Colletotrichum lupini
A0A9Q8SB35	UP000830671	Colletotrichum lupini
A0A9Q8SH68	UP000830671	Colletotrichum lupini
A0A9Q8SJY5	UP000830671	Colletotrichum lupini
A0A9Q8SKK4	UP000830671	Colletotrichum lupini
A0A9Q8SKS9	UP000830671	Colletotrichum lupini
A0A9Q8SNA5	UP000830671	Colletotrichum lupini
A0A9Q8SNX3	UP000830671	Colletotrichum lupini
A0A9Q8SQB6	UP000830671	Colletotrichum lupini
A0A9Q8STN0	UP000830671	Colletotrichum lupini
A0A9Q8SYD7	UP000830671	Colletotrichum lupini
A0A9Q8T0W7	UP000830671	Colletotrichum lupini
A0A9Q8T144	UP000830671	Colletotrichum lupini
A0A9Q8T1R5	UP000830671	Colletotrichum lupini
A0A9Q8T2R4	UP000830671	Colletotrichum lupini
A0A9Q8T7D0	UP000830671	Colletotrichum lupini
A0A9Q8T9B9	UP000830671	Colletotrichum lupini
A0A9Q8URF0	UP000756132	Fulvia fulva
A0A9Q8USR0	UP000756132	Fulvia fulva
A0A9Q8UV60	UP000756132	Fulvia fulva
A0A9Q8UVN4	UP000756132	Fulvia fulva
A0A9Q8UWI6	UP000756132	Fulvia fulva
A0A9Q8UWS5	UP000756132	Fulvia fulva
A0A9Q8VAJ3	UP000829364	Purpureocillium takamizusanense
A0A9Q8VHK7	UP000829364	Purpureocillium takamizusanense
A0A9Q8W9B3	UP000830671	Colletotrichum lupini
A0A9Q8WA78	UP000830671	Colletotrichum lupini
A0A9Q8WCM4	UP000830671	Colletotrichum lupini
A0A9Q8WEV3	UP000830671	Colletotrichum lupini
A0A9Q8WG05	UP000830671	Colletotrichum lupini
A0A9Q8WM23	UP000830671	Colletotrichum lupini
A0A9Q8WN77	UP000830671	Colletotrichum lupini
A0A9Q8WPZ0	UP000830671	Colletotrichum lupini
A0A9Q8Z1I0	UP001056012	Curvularia clavata
A0A9Q8Z733	UP001056012	Curvularia clavata
A0A9Q8Z931	UP001056012	Curvularia clavata
A0A9Q8ZB76	UP001056012	Curvularia clavata
A0A9Q8ZBH0	UP001056012	Curvularia clavata
A0A9Q8ZDY9	UP001056012	Curvularia clavata
A0A9Q8ZHN5	UP001056012	Curvularia clavata
A0A9Q8ZIL8	UP001056012	Curvularia clavata
A0A9Q9AK53	UP001056384	Septoria linicola
A0A9Q9APN7	UP001056384	Septoria linicola
A0A9Q9ASR5	UP001056384	Septoria linicola
A0A9Q9AV04	UP001056384	Septoria linicola
A0A9Q9AVV7	UP001056384	Septoria linicola
A0A9Q9AWG1	UP001056384	Septoria linicola
A0A9Q9AWR3	UP001056384	Septoria linicola
A0A9Q9AYC8	UP001056384	Septoria linicola
A0A9Q9B2J7	UP001056384	Septoria linicola
A0A9Q9DRJ8	UP001056012	Curvularia clavata
A0A9Q9DT46	UP001056012	Curvularia clavata
A0A9Q9DTX2	UP001056012	Curvularia clavata
A0A9Q9DV52	UP001056012	Curvularia clavata
A0A9Q9DX73	UP001056012	Curvularia clavata
A0A9Q9EIM0	UP001056384	Septoria linicola
A0A9Q9EMM3	UP001056384	Septoria linicola
A0A9Q9EPD6	UP001056384	Septoria linicola
A0A9Q9EQ81	UP001056384	Septoria linicola
A0A9R0I7H9	UP001155700	Spinacia oleracea
A0A9R0IY42	UP001155700	Spinacia oleracea
A0A9R0JDF9	UP001155700	Spinacia oleracea
A0A9R0JWR5	UP001155700	Spinacia oleracea
A0A9R0K4G1	UP001155700	Spinacia oleracea
A0A9R0TD02	UP000324705	Triticum turgidum
A0A9R0UMH3	UP000324705	Triticum turgidum
A0A9R0VMT2	UP000324705	Triticum turgidum
A0A9R0YDQ5	UP000324705	Triticum turgidum
A0A9R0YEI1	UP000324705	Triticum turgidum
A0A9R1AFE9	UP000324705	Triticum turgidum
A0A9R1B6K4	UP000324705	Triticum turgidum
A0A9R1B6K6	UP000324705	Triticum turgidum
A0A9R1B6K8	UP000324705	Triticum turgidum
A0A9R1P4L8	UP000324705	Triticum turgidum
A0A9R1P4R9	UP000324705	Triticum turgidum
A0A9R1PYR0	UP000324705	Triticum turgidum
A0A9R1QY75	UP000324705	Triticum turgidum
A0A9R1RCW1	UP000324705	Triticum turgidum
A0A9R1RCW5	UP000324705	Triticum turgidum
A0A9R1RCX2	UP000324705	Triticum turgidum
A0A9R1SCF6	UP001108240	Cyprinus carpio
A0A9R1SHT6	UP001108240	Cyprinus carpio
A0A9R1SQ36	UP001108240	Cyprinus carpio
A0A9R1SQ40	UP000694427	Cyprinus carpio
A0A9R1UC94	UP000235145	Lactuca sativa
A0A9R1UHH1	UP000235145	Lactuca sativa
A0A9R1UJ65	UP000235145	Lactuca sativa
A0A9R1UJQ2	UP000235145	Lactuca sativa
A0A9R1UL28	UP000235145	Lactuca sativa
A0A9R1VK83	UP000235145	Lactuca sativa
A0A9R1VMH5	UP000235145	Lactuca sativa
A0A9R1VSG5	UP000235145	Lactuca sativa
A0A9R1VVV1	UP000235145	Lactuca sativa
A0A9R1VZV9	UP000235145	Lactuca sativa
A0A9R1WUM3	UP000235145	Lactuca sativa
A0A9R1X4K9	UP000235145	Lactuca sativa
A0A9W2WVK1	UP000248484	Physeter catodon
A0A9Y3QLZ8	UP000695023	Pundamilia nyererei
A0A9Y3RP58	UP000695023	Pundamilia nyererei
A0A9Y3RZM7	UP000695023	Pundamilia nyererei
A0A9Y3VLX9	UP000695023	Pundamilia nyererei
A0A9Y4MXT7	UP000694891	Stegastes partitus
A0T1D4	UP000019116	Triticum aestivum
A1BB10	UP000000361	Paracoccus denitrificans
A1C4G0	UP000006701	Aspergillus clavatus
A1CCY9	UP000006701	Aspergillus clavatus
A1CDX9	UP000006701	Aspergillus clavatus
A1CIU9	UP000006701	Aspergillus clavatus
A1CVG0	UP000006702	Aspergillus fischeri
A1CVX2	UP000006702	Aspergillus fischeri
A1D120	UP000006702	Aspergillus fischeri
A1DJF5	UP000006702	Aspergillus fischeri
A1L1Y0	UP000000437	Danio rerio
A2ADJ6	UP000000589	Mus musculus
A2Q4Q3	UP000002051	Medicago truncatula
A2Q4Q4	UP000002051	Medicago truncatula
A2Q9V3	UP000006706	Aspergillus niger
A2QFP6	UP000006706	Aspergillus niger
A2QTR2	UP000006706	Aspergillus niger
A2QUC2	UP000006706	Aspergillus niger
A2QYL5	UP000006706	Aspergillus niger
A2R6E6	UP000006706	Aspergillus niger
A2RBK8	UP000006706	Aspergillus niger
A2XXR8	UP000007015	Oryza sativa
A2ZYK9	UP000059680	Oryza sativa
A3JWQ9	UP000004731	Rhodobacteraceae bacterium HTCC2150
A3K3J4	UP000005713	Sagittula stellata
A3RSC7	UP000005933	Ralstonia solanacearum
A3RUW3	UP000005933	Ralstonia solanacearum
A4QNF6	UP000008143	Xenopus tropicalis
A6GK98	UP000005801	Plesiocystis pacifica
A6QTI5	UP000009297	Histoplasma mississippiense (nom. inval.)
A6R210	UP000009297	Histoplasma mississippiense (nom. inval.)
A6R3Q4	UP000009297	Histoplasma mississippiense (nom. inval.)
A6R3X8	UP000009297	Histoplasma mississippiense (nom. inval.)
A6R6D8	UP000009297	Histoplasma mississippiense (nom. inval.)
A6R858	UP000009297	Histoplasma mississippiense (nom. inval.)
A6RE01	UP000009297	Histoplasma mississippiense (nom. inval.)
A7E8E8	UP000001312	Sclerotinia sclerotiorum
A7EHD3	UP000001312	Sclerotinia sclerotiorum
A7F6Y4	UP000001312	Sclerotinia sclerotiorum
A7FA30	UP000001312	Sclerotinia sclerotiorum
A7RKE4	UP000001593	Nematostella vectensis
A7RQY2	UP000001593	Nematostella vectensis
A7RWK6	UP000001593	Nematostella vectensis
A7RXW5	UP000001593	Nematostella vectensis
A7SSF6	UP000001593	Nematostella vectensis
A7UWM5	UP000001805	Neurospora crassa
A7UX66	UP000001805	Neurospora crassa
A8MZV5	UP000001861	Coprinopsis cinerea
A8MZX9	UP000001861	Coprinopsis cinerea
A8N3D8	UP000001861	Coprinopsis cinerea
A8N3K9	UP000001861	Coprinopsis cinerea
A8N3S0	UP000001861	Coprinopsis cinerea
A8N4B1	UP000001861	Coprinopsis cinerea
A8N4B2	UP000001861	Coprinopsis cinerea
A8N4N8	UP000001861	Coprinopsis cinerea
A8N4N9	UP000001861	Coprinopsis cinerea
A8N991	UP000001861	Coprinopsis cinerea
A8NBL1	UP000001861	Coprinopsis cinerea
A8NDI8	UP000001861	Coprinopsis cinerea
A8NDK0	UP000001861	Coprinopsis cinerea
A8NKU3	UP000001861	Coprinopsis cinerea
A8NL26	UP000001861	Coprinopsis cinerea
