DATASET_DOMAINS
SEPARATOR COMMA
DATASET_LABEL,Domains
A0A9P9IXR3,615
A0A9P9IXR4,366
A0A9P9IYK1,398
A0A9P9IZ74,638
A0A9P9J0Z6,404
A0A9P9J2H8,631
A0A9P9J3N0,352
A0A9P9J4T8,338
A0A9P9J5H6,578
A0A9P9J6B9,546
A0A9P9J7R2,327
A0A9P9J9F7,720
A0A9P9JAD3,229
A0A9P9JAU8,632
A0A9P9JKG7,317
A0A9P9JQC5,742
A0A9P9JVC3,596
A0A9P9K123,338
A0A9P9KBB3,403
A0A9P9KEG5,324
A0A9P9KEH1,346
A0A9P9KIR2,403
A0A9P9KM55,633
A0A9P9KNI3,294
A0A9P9KPV1,382
A0A9P9KYY7,750
A0A9P9L6M7,566
A0A9P9LN94,691
A0A9P9MEZ5,589
A0A9P9MR46,324
A0A9P9N0X1,389
A0A9P9N290,338
A0A9P9N9Q3,344
A0A9P9NIQ1,398
A0A9P9NPR4,351
A0A9P9NR90,394
A0A9P9NTJ2,351
A0A9P9NVI6,360
A0A9P9P4V1,634,HH|110|349|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|475|594|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9P9P985,394
A0A9P9PAD1,256,HH|125|234|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9P9PC11,368
A0A9P9PFJ3,364
A0A9P9PIW4,390
A0A9P9PJF8,372
A0A9P9PL36,291
A0A9P9PM88,324
A0A9P9PNF6,366
A0A9P9PNQ2,632
A0A9P9PTI3,777
A0A9P9PV16,419
A0A9P9PVT7,399
A0A9P9PZP4,380
A0A9P9Q0F6,706
A0A9P9Q477,365
A0A9P9Q4U9,382
A0A9P9Q7H8,322
A0A9P9Q7X1,596
A0A9P9Q8L5,385
A0A9P9QA22,732
A0A9P9QCE1,330
A0A9P9QGP4,389
A0A9P9QHQ2,244
A0A9P9QK50,291
A0A9P9QNF4,370,HH|34|95|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|205|331|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9P9QNI1,380
A0A9P9QP15,366
A0A9P9QQN2,377
A0A9P9QQQ3,751,HH|58|340|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|572|711|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9P9QRN5,390
A0A9P9QY62,374
A0A9P9QYS6,305
A0A9P9QZK8,610,HH|119|331|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|439|557|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9P9R1J9,370
A0A9P9RHS0,395,HH|67|313|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9P9RKS1,397
A0A9P9RR29,390
A0A9P9S1J7,372
A0A9P9S5L8,390
A0A9P9S7K8,712
A0A9P9S8L0,704
A0A9P9S955,753
A0A9P9SCD2,337
A0A9P9SE93,607
A0A9P9SQN5,384
A0A9P9SWC0,383
A0A9P9SWX5,400
A0A9P9SZA4,391
A0A9P9T095,716
A0A9P9T2R7,397
A0A9P9T4J5,301
A0A9P9T5B2,397
A0A9P9T6S3,336
A0A9P9T8Y3,384
A0A9P9T9S0,420
A0A9P9TFF7,616,HH|77|353|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|463|579|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9P9TFS2,691
A0A9P9TIM7,388
A0A9P9TLI7,417
A0A9P9TMI1,210
A0A9P9TP97,394
A0A9P9TTB4,401
A0A9P9TVT3,398
A0A9P9TX78,699
A0A9P9TYW4,398
A0A9P9U1F6,400
A0A9P9U1G0,337
A0A9P9UBJ3,388
A0A9P9UBM1,360
A0A9P9UBQ6,671
A0A9P9UCA5,726
A0A9P9VZR3,326
A0A9P9W004,330
A0A9P9W3E8,406
A0A9P9W4M7,391
A0A9P9WAG3,327
A0A9P9WAG9,384
A0A9P9WAQ4,329
A0A9P9WAZ0,374
A0A9P9WBG0,900,HH|58|346|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|547|673|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9P9WBT7,393
A0A9P9WE24,394
A0A9P9WGF9,343
A0A9P9WH67,358
A0A9P9WJE3,314
A0A9P9WK24,617,HH|66|328|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|448|576|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9P9WLA8,365
A0A9P9WLG7,321
A0A9P9WMZ2,558,HH|318|502|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9P9WPJ5,349
A0A9P9WS14,368
A0A9P9WUX0,387
A0A9P9WV32,496,HH|259|439|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9P9WW04,393
A0A9P9WW19,347
A0A9P9WWM5,384
A0A9P9WXB5,680
A0A9P9WY50,394
A0A9P9WYE5,379
A0A9P9X028,353
A0A9P9X1G2,694
A0A9P9X1N4,415
A0A9P9X5E8,344
A0A9P9X855,437,HH|32|235|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9P9XA42,399
A0A9P9XBE7,410
A0A9P9XCC3,516
A0A9P9XGQ0,550
A0A9P9XJ46,264
A0A9P9XJK6,423
A0A9P9XLE1,392
A0A9P9XMI0,396
A0A9P9XMR3,412
A0A9P9XNZ2,344
A0A9P9XQR7,721
A0A9P9XQU4,348
A0A9P9XU20,143
A0A9P9XU62,342
A0A9P9Y0B8,478
A0A9P9Y2C9,408
A0A9P9Y2X6,390
A0A9P9Y5F5,392
A0A9P9ZB25,383
A0A9P9ZKN5,383
A0A9Q0A579,1564,HH|79|322|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q0A5G6,325
A0A9Q0AE37,255
A0A9Q0AFQ2,446
A0A9Q0AIK5,614
A0A9Q0AIL3,335
A0A9Q0AJ77,353
A0A9Q0AJM4,396
A0A9Q0ANI9,342
A0A9Q0APT0,369
A0A9Q0ARC3,357
A0A9Q0AU16,380
A0A9Q0AYM7,776
A0A9Q0B0H4,341
A0A9Q0B0U4,675
A0A9Q0B1W0,407
A0A9Q0B2X4,495
A0A9Q0B372,391
A0A9Q0B5F6,617
A0A9Q0B615,324
A0A9Q0B6Y1,488
A0A9Q0B7W3,644
A0A9Q0B9E3,363
A0A9Q0BAF8,338
A0A9Q0BBC9,387
A0A9Q0BCW2,385
A0A9Q3BB88,355
A0A9Q3E3U0,342,HH|86|291|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q3E4W3,329
A0A9Q3F7G7,537,HH|255|439|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q3GXD1,419
A0A9Q3GXS1,435
A0A9Q3H9V3,241
A0A9Q5NBQ1,412,HH|323|345|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|162|322|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q5NFF1,593
A0A9Q7QAW1,241
A0A9Q7QCL2,382
A0A9Q7QFW1,324
A0A9Q7QH45,378
A0A9Q7QIR9,777
A0A9Q7QJD6,338
A0A9Q7QL35,670
A0A9Q7QNH2,668
A0A9Q7QQR2,586
A0A9Q7QW20,315
A0A9Q7TXZ1,698,HH|429|630|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q7UBP2,377
A0A9Q7UKZ3,699
A0A9Q7VIC4,403
A0A9Q7VIY4,770
A0A9Q7VNH8,485
A0A9Q7X8R0,377
A0A9Q8LDJ5,394
A0A9Q8LKP3,372
A0A9Q8PBS8,329
A0A9Q8PG69,632
A0A9Q8PIJ3,328
A0A9Q8PJ35,403,HH|135|340|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q8PMF0,421,HH|87|321|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q8QDA2,565
A0A9Q8QFE9,555
A0A9Q8QFT2,400
A0A9Q8QL99,326
A0A9Q8QP72,539
A0A9Q8S989,243
A0A9Q8SB35,215
A0A9Q8SH68,413
A0A9Q8SJY5,900,HH|119|356|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q8SKK4,410
A0A9Q8SKS9,503
A0A9Q8SNA5,376
A0A9Q8SNX3,1873,HH|1431|1692|#6a3c17|PF02077_SURF4 family,HH|57|371|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|457|596|#f2b365|PF18132_Tyosinase C-terminal domain,HH|834|986|#cef0dd|PF13489_Methyltransferase domain
A0A9Q8SQB6,446
A0A9Q8STN0,403
A0A9Q8SYD7,258
A0A9Q8T0W7,338
A0A9Q8T144,1939,HH|631|780|#b64609|PF06985_Heterokaryon incompatibility protein (HET),HH|65|267|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|1446|1884|#51591f|PF13520_Amino acid permease
A0A9Q8T1R5,399
A0A9Q8T2R4,381
A0A9Q8T7D0,383
A0A9Q8T9B9,336
A0A9Q8URF0,784,HH|66|323|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|509|625|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9Q8USR0,642
A0A9Q8UV60,211,HH|54|194|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q8UVN4,672
A0A9Q8UWI6,146
A0A9Q8UWS5,377
A0A9Q8VAJ3,548
A0A9Q8VHK7,634
A0A9Q8W9B3,591
A0A9Q8WA78,516
A0A9Q8WCM4,488
A0A9Q8WEV3,655
A0A9Q8WG05,328
A0A9Q8WM23,342
A0A9Q8WN77,696,HH|118|400|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|524|651|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9Q8WPZ0,577
A0A9Q8Z1I0,754
A0A9Q8Z733,574
A0A9Q8Z931,418
A0A9Q8ZB76,384
A0A9Q8ZBH0,400
A0A9Q8ZDY9,407
A0A9Q8ZHN5,373
A0A9Q8ZIL8,321
A0A9Q9AK53,634
A0A9Q9APN7,425
A0A9Q9ASR5,471,HH|81|257|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9Q9AV04,272
A0A9Q9AVV7,267
A0A9Q9AWG1,392
A0A9Q9AWR3,540
A0A9Q9AYC8,636
A0A9Q9B2J7,812
A0A9Q9DRJ8,396
A0A9Q9DT46,372
A0A9Q9DTX2,382
A0A9Q9DV52,739
A0A9Q9DX73,342
A0A9Q9EIM0,383
A0A9Q9EMM3,363
A0A9Q9EPD6,642,HH|205|288|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|461|587|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9Q9EQ81,371
A0A9Q9RDA1,737
A0A9Q9RQ73,668
A0A9Q9RSP5,670
A0A9Q9U517,241
A0A9Q9U5K6,296
A0A9Q9UDY1,1467,HH|758|940|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|1038|1416|#b019d8|PF07690_Major Facilitator Superfamily,HH|29|65|#ec6a4d|PF00172_Fungal Zn(2)-Cys(6) binuclear cluster domain
A0A9W4D314,584
A0A9W4D5A3,619
A0A9W4DAM0,617
A0A9W4HEC1,408
A0A9W4HW57,97
A0A9W4I4T6,395
A0A9W4I5L0,370
A0A9W4ICI5,529
A0A9W4IER4,655
A0A9W4IGU5,374
A0A9W4ITN2,300
A0A9W4J4I1,827
A0A9W4J7U1,412
A0A9W4J8D8,395
A0A9W4JA98,370
A0A9W4JE16,351
A0A9W4JG41,800
A0A9W4JHD5,412
A0A9W4JVM2,395
A0A9W4K371,800
A0A9W4K5R5,395
A0A9W4K739,410
A0A9W4KMZ8,617
A0A9W4MKU2,852
A0A9W4MRV1,410
A0A9W4MS56,383
A0A9W4N3X6,387
A0A9W4N6M1,300
A0A9W4N770,628
A0A9W4NEI9,412
A0A9W4NRY7,351
A0A9W4P0A3,325
A0A9W4P6W2,367
A0A9W4P7V8,798,HH|67|334|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|453|582|#f2b365|PF18132_Tyosinase C-terminal domain,HH|675|768|#915bf7|PF00337_Galactoside-binding lectin
A0A9W4RI69,346
A0A9W4RJ00,313
A0A9W4RJE0,328
A0A9W4RK36,329
A0A9W4RK77,347
A0A9W4RKT0,385
A0A9W4RLP0,377
A0A9W4RLU3,347
A0A9W4RLV9,329
A0A9W4RNJ6,393
A0A9W4RQG2,382
A0A9W4RR43,404
A0A9W4RSM2,213,HH|39|137|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W4RTB4,354
A0A9W4RU36,386
A0A9W4RVR6,267,HH|1|148|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W4RYF5,403
A0A9W4RYP5,410
A0A9W4RYS6,370
A0A9W4S0R7,299
A0A9W4S0T6,338
A0A9W4S0U5,578
A0A9W4S5A8,136
A0A9W4S7Y3,212
A0A9W4S8L0,194
A0A9W4S908,181
A0A9W4U1W2,365
A0A9W4U6X2,733
A0A9W4U7M0,422
A0A9W4U7S0,374
A0A9W4UAS1,576
A0A9W4UC03,439
A0A9W4UEF7,338
A0A9W4UGG0,430
A0A9W4UH15,385
A0A9W4UHT5,405
A0A9W4ULZ7,825,HH|98|346|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|650|739|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9W4UMN1,264
A0A9W4W3D5,812
A0A9W4W5A5,759
A0A9W4W5F9,471
A0A9W4W5M6,381
A0A9W4W651,548
A0A9W4W6D4,410
A0A9W4W8U2,419
A0A9W4WDH8,337
A0A9W4WDL8,340
A0A9W4WDT6,359
A0A9W4XG49,588
A0A9W4XKP6,692
A0A9W4XMS3,367
A0A9W4XQ73,394
A0A9W4XQI1,391
A0A9W4XVH1,371
A0A9W4XVM8,342
A0A9W4XWD3,575,HH|92|327|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|440|546|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9W4XZG3,416
A0A9W5YKL4,394
A0A9W5YQX1,350
A0A9W5YXR1,333
A0A9W5YZ52,383
A0A9W5Z4D9,406
A0A9W5Z8I6,947,HH|50|236|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|452|576|#206fe7|PF13519_von Willebrand factor type A domain
A0A9W5ZDA8,394
A0A9W5ZMT3,178
A0A9W5ZSX2,340
A0A9W5ZU18,341
A0A9W6AA96,446
A0A9W6ALU9,346
A0A9W6AN14,394
A0A9W6ASD3,341
A0A9W6AV28,309
A0A9W6DIJ1,341
A0A9W6DPE6,404
A0A9W6DYV3,350
A0A9W6E3Y4,205
A0A9W7SKI7,632
A0A9W7SSJ9,523
A0A9W7SUG4,496
A0A9W7T0I7,263
A0A9W7W359,644,HH|85|344|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|481|597|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9W7W6F9,406
A0A9W7XIT0,395
A0A9W7XIT1,560
A0A9W7XK53,607,HH|55|228|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W7XMR5,391
A0A9W7XTH6,326
A0A9W7XXU6,313
A0A9W7Y2H5,432
A0A9W7Y2H7,392
A0A9W7Y720,407
A0A9W7Y8G3,564
A0A9W7Y975,403
A0A9W7YAN3,432
A0A9W7ZKP7,457,HH|65|250|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W7ZRQ5,664
A0A9W7ZSS9,489,HH|58|234|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W7ZTN6,396
A0A9W7ZUT9,473,HH|62|227|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W7ZW57,670,HH|64|245|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W7ZWB9,435,HH|63|237|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W7ZWE7,413,HH|74|248|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W7ZWU4,264
A0A9W7ZY02,302
A0A9W7ZYH1,430,HH|31|215|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W7ZYI4,403
A0A9W7ZZ73,386,HH|7|182|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8A2L9,509,HH|55|236|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8A5M2,346,HH|59|235|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8ABZ6,546,HH|190|362|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|43|94|#e86006|PF01849_NAC domain
A0A9W8ADV8,487
A0A9W8ALG9,452
A0A9W8AV15,596,HH|85|268|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8B1Y4,426
A0A9W8B7N1,333
A0A9W8B7S7,283
A0A9W8B8N0,426
A0A9W8B9V6,568,HH|64|245|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8BA39,386
A0A9W8BBF2,556
A0A9W8BF72,414
A0A9W8BFB3,133
A0A9W8BFC0,299
A0A9W8BGY4,400
A0A9W8BH04,368
A0A9W8BIN3,199,HH|10|51|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8BKZ5,386
A0A9W8BLX1,136
A0A9W8BRE1,383
A0A9W8BU25,424
A0A9W8BUH4,386
A0A9W8BW58,453
A0A9W8C015,571
A0A9W8CIE1,420
A0A9W8CIZ3,419
A0A9W8CKH9,433
A0A9W8CKX1,439
A0A9W8CTV7,152
A0A9W8CUF5,600
A0A9W8CUL2,396
A0A9W8CUX1,421
A0A9W8CV89,402
A0A9W8CWN9,385
A0A9W8CXW5,577,HH|60|232|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8CZ94,429
A0A9W8DLP7,419
A0A9W8DN30,551,HH|64|239|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8DNF5,459,HH|69|248|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8DNR2,420
A0A9W8DNV2,328
A0A9W8DQD6,487,HH|61|235|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8DRK8,584,HH|50|224|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8DS45,429,HH|63|235|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8DSH3,353,HH|113|301|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8DSU2,584,HH|107|292|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8DT63,302
A0A9W8DW82,459
A0A9W8E3J8,350,HH|59|238|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8E5U3,218
A0A9W8EDJ4,492,HH|90|265|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8EE62,424
A0A9W8EJE2,1947,HH|58|233|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|1464|1555|#fd3918|PF01764_Lipase (class 3)
A0A9W8EP56,400
A0A9W8ERD6,611
A0A9W8ESY2,421
A0A9W8ET67,383
A0A9W8EWF9,373
A0A9W8EWG6,570
A0A9W8EWN3,382
A0A9W8EWQ3,394
A0A9W8EZM8,430
A0A9W8EZR0,457,HH|65|239|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8F4D9,403
A0A9W8F4F2,426
A0A9W8FEZ7,432
A0A9W8G1W2,591
A0A9W8G307,568
A0A9W8G3D3,403
A0A9W8G3W1,368
A0A9W8G4N9,386
A0A9W8GDT7,587
A0A9W8GHU5,400
A0A9W8GII7,580
A0A9W8GJI5,389
A0A9W8GLD2,472
A0A9W8GLG1,611
A0A9W8GLQ1,431
A0A9W8GMY9,407
A0A9W8GQG9,425
A0A9W8GX65,573
A0A9W8GXD7,399
A0A9W8GXJ7,425
A0A9W8GZT3,420
A0A9W8H1R1,427
A0A9W8H453,406
A0A9W8H676,575
A0A9W8H6W1,390
A0A9W8H710,432
A0A9W8H7H3,392
A0A9W8HC00,403
A0A9W8HDB8,442,HH|72|242|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8HDM0,403
A0A9W8HE08,442
A0A9W8HEI5,398
A0A9W8HFK5,568
A0A9W8HM54,602
A0A9W8HMD5,419
A0A9W8HND4,382
A0A9W8HQF2,426
A0A9W8HQF8,397
A0A9W8HTJ6,402
A0A9W8HUC0,185
A0A9W8I1Q0,428
A0A9W8I809,436
A0A9W8IAJ7,412
A0A9W8ID80,566
A0A9W8IDD7,383
A0A9W8IG38,420
A0A9W8IGJ8,428
A0A9W8II49,428
A0A9W8IJD5,396
A0A9W8ILC5,464
A0A9W8INL8,406
A0A9W8IQ27,425
A0A9W8IT97,573
A0A9W8IWH2,343
A0A9W8IZ86,823
A0A9W8J002,1146,HH|879|1090|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8J0U2,668,HH|49|336|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8JCE4,627
A0A9W8JDP5,361
A0A9W8JDQ7,361
A0A9W8JFW5,1002
A0A9W8JJP2,393
A0A9W8JZ59,330
A0A9W8KC85,589
A0A9W8KCU0,600
A0A9W8KDX8,400
A0A9W8KE72,430
A0A9W8KE99,450
A0A9W8KEE0,389
A0A9W8KEL8,580
A0A9W8KKM4,453
A0A9W8KLQ9,383
A0A9W8KLY6,611
A0A9W8KM48,400
A0A9W8KNE9,571
A0A9W8KNM9,386
A0A9W8KP08,424
A0A9W8KSJ8,423
A0A9W8KTM2,407
A0A9W8KTN2,379
A0A9W8KTY9,377
A0A9W8KU36,383
A0A9W8KUA3,560
A0A9W8KV07,428
A0A9W8KVC4,425
A0A9W8KWI7,438
A0A9W8KYY9,387
A0A9W8L019,415
A0A9W8LCD0,615,HH|60|230|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8LCZ0,367
A0A9W8LDC9,388
A0A9W8LDM7,474,HH|74|246|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8LII4,497
A0A9W8LKD4,407
A0A9W8LSU1,384
A0A9W8LU49,416
A0A9W8LUA5,587
A0A9W8M1M6,385,HH|58|233|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8M233,424
A0A9W8M3B5,584
A0A9W8M3P6,388
A0A9W8M545,401
A0A9W8M5N8,520
A0A9W8M6D4,399
A0A9W8M9A3,338
A0A9W8M9A6,360
A0A9W8MAQ6,962
A0A9W8MBN2,274
A0A9W8MCH9,289
A0A9W8MD97,394
A0A9W8MDH6,648
A0A9W8ME64,506
A0A9W8MFY6,353
A0A9W8MGK9,1021,HH|4|322|#b077fe|PF16420_Ubiquitin-like modifier-activating enzyme ATG7 N-terminus,HH|756|965|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|372|651|#26725b|PF00899_ThiF family
A0A9W8MIM1,668
A0A9W8MZJ6,353
A0A9W8MZK8,345
A0A9W8N063,364
A0A9W8N7V4,412
A0A9W8N878,364
A0A9W8NKU9,333
A0A9W8NKV1,385
A0A9W8NLI6,378
A0A9W8NZF7,356
A0A9W8NZJ0,367
A0A9W8PGS0,350
A0A9W8PH15,388
A0A9W8PHB8,316
A0A9W8PIA0,388
A0A9W8PIJ9,705
A0A9W8PIM9,338
A0A9W8PJE9,328
A0A9W8PN59,553
A0A9W8PNW4,565
A0A9W8PPH3,403
A0A9W8PZ63,322
A0A9W8Q159,837
A0A9W8Q689,363
A0A9W8QE01,607
A0A9W8QL67,540
A0A9W8QTS5,143
A0A9W8QW35,716
A0A9W8QX66,281
A0A9W8QYG2,854
A0A9W8QYV2,412
A0A9W8QZZ2,237
A0A9W8R7R4,750
A0A9W8R9U3,619
A0A9W8RDP3,566
A0A9W8RG83,730,HH|74|390|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|518|650|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9W8RLY5,664
A0A9W8RNA8,646
A0A9W8RRK0,232
A0A9W8RTL8,349
A0A9W8RVI0,321
A0A9W8RVS5,654
A0A9W8S551,676,HH|244|513|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W8SEG1,244
A0A9W8SJA5,387
A0A9W8SMA8,727
A0A9W8SRW3,355
A0A9W8TES0,354
A0A9W8TF15,314
A0A9W8TJD2,308
A0A9W8TMK2,634
A0A9W8TP86,403
A0A9W8TQB9,536
A0A9W8TQN1,638,HH|106|294|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|431|631|#f7e06a|PF11807_Mycotoxin biosynthesis protein UstYa
A0A9W8TXL8,616
A0A9W8U1T8,353
A0A9W8U4P3,337
A0A9W8U7F8,332
A0A9W8UFH3,735
A0A9W8UHB4,188
A0A9W8UQ41,768
A0A9W8URT5,201
A0A9W8V2T7,403
A0A9W8V6W5,734
A0A9W8V7S4,343
A0A9W8V905,338
A0A9W8V9F6,387
A0A9W8VAU3,304
A0A9W8VDW0,403
A0A9W8VIW2,595
A0A9W8VKQ3,572
A0A9W8VRC2,582
A0A9W8VYQ1,412
A0A9W8W137,739
A0A9W8W2K4,382
A0A9W8W7V2,632
A0A9W8W9H5,529
A0A9W8WAA0,619
A0A9W8WCQ7,746
A0A9W8WCR3,1208
A0A9W8WRW0,481
A0A9W8WRY4,419
A0A9W8WWN8,404
A0A9W8WY18,395
A0A9W8X1Z9,647
A0A9W8X6H4,734
A0A9W8X6S1,423
A0A9W8X8A4,379
A0A9W8XA26,405
A0A9W8XCZ5,817
A0A9W8XD27,452
A0A9W8XEL1,696
A0A9W8XEU0,213
A0A9W8XN80,126
A0A9W8XQ27,382
A0A9W8XR00,359
A0A9W8XTL6,603
A0A9W8XU64,377
A0A9W8XWX0,784,HH|98|347|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|488|603|#f2b365|PF18132_Tyosinase C-terminal domain
A0A9W8XZ70,163
A0A9W8XZL5,355
A0A9W8Y1I7,214
A0A9W8Y3W7,244
A0A9W8Y5I7,421
A0A9W8Y7G3,332
A0A9W8Y9C3,358
A0A9W8YBI1,447
A0A9W8YM87,340
A0A9W8YXT2,406
A0A9W8YXX2,341
A0A9W8YXY3,370
A0A9W8Z0P1,340
A0A9W8Z280,398
A0A9W8Z3C7,635
A0A9W8Z679,419
A0A9W8Z6D9,388
A0A9W8Z6Z9,364
A0A9W8Z7W4,395
A0A9W8Z825,404
A0A9W8Z878,454
A0A9W8Z8L2,395
A0A9W8ZC90,384
A0A9W8ZCF3,579
A0A9W8ZG55,498
A0A9W8ZM31,418
A0A9W8ZMJ0,423
A0A9W8ZND0,734
A0A9W8ZT19,225
A0A9W8ZTR0,242
A0A9W8ZZ49,615
A0A9W9A7X0,291
A0A9W9ADI1,274
A0A9W9AEE6,377
A0A9W9AEH3,369
A0A9W9AEI2,341
A0A9W9AEP8,370
A0A9W9AER9,362
A0A9W9B374,552
A0A9W9BTC6,566
A0A9W9BUC3,334
A0A9W9BUQ9,403
A0A9W9BV63,390
A0A9W9BVW0,340
A0A9W9BWR9,91
A0A9W9BX90,176
A0A9W9BXK3,224
A0A9W9BY78,663
A0A9W9BZ07,404
A0A9W9C0T7,418
A0A9W9C139,395
A0A9W9C1U5,263
A0A9W9C266,388
A0A9W9C3U8,365
A0A9W9C646,352
A0A9W9C6W5,212
A0A9W9C7S7,202
A0A9W9CA76,273
A0A9W9CD07,834,HH|549|770|#b2b1b3|PF00264_Common central domain of tyrosinase,HH|6|37|#ec6a4d|PF00172_Fungal Zn(2)-Cys(6) binuclear cluster domain
A0A9W9CFW5,351
A0A9W9CGF6,357
A0A9W9CGZ8,237
A0A9W9CIW1,726
A0A9W9CJW6,400
A0A9W9CXX3,408
A0A9W9CZN4,346
A0A9W9D2U7,348
A0A9W9D376,231
A0A9W9D4J4,368
A0A9W9D6P8,387
A0A9W9D7K1,304
A0A9W9DAH2,384
A0A9W9DCX7,379
A0A9W9DDH6,284
A0A9W9DF90,284
A0A9W9DGF5,367
A0A9W9DPG2,177
A0A9W9DPG6,388,HH|84|321|#b2b1b3|PF00264_Common central domain of tyrosinase
A0A9W9DPS7,150
A0A9W9DQ39,372
A0A9W9DSJ3,663
A0A9W9DSP4,353
A0A9W9DVJ1,616
A0A9W9DWD5,663
A0A9W9E068,354
A0A9W9E8A8,585
